"标题","正文"
"硅铁：短期或呈盘整态势运行","　　1、基本面：工厂方面排单仍旧紧张，部分厂家表示新单已排至本月中旬，而河钢招标价格已经明确，环保层面，内蒙包头地区厂家预计复工时间有所延后，厂家报价坚挺；偏多。 　　2、基差：现货价格6700，基差174，现货升水期货；偏多。 　　3、库存：仓单476张，16660吨，目前厂家普遍暂无库存压力；偏多。 　　4、盘面：20日线向下，期价自上而下突破20日线；偏多。 　　5、主力持仓：主力持仓净空，空减；偏空。  　　6、结论：虽市场利好消息偏多，但考虑到市场供需格局依旧是制约硅铁价格变动的主要因素，短期而言，硅铁或呈盘整态势运行。硅铁1809:6400-6700区间操作。                                            (责任编辑：DF318)"
"硅铁：主力持仓净空","　　1、基本面：环保回头看已开始入驻主产区中，但在社会库存压力下短期仍需观望钢招主流明确；中性。 　　2、基差：现货价格6700，基差144，现货升水期货；偏多。 　　3、库存：仓单489张，17115吨，目前厂家普遍暂无库存压力；偏多。 　　4、盘面：20日线向上，期价在20日线下方运行；中性。 　　5、主力持仓：主力持仓净空，空增；偏空。  　　6、结论：虽标志性钢铁企业招标价格暂未出台，硅铁市场看涨意愿较强，但上方压力迫使期价只能以震荡为主，近期需关注钢招情况。预计硅铁短期波幅或不大。硅铁1809:6400-6700区间操作。                                            (责任编辑：DF318)"
"机构：有机硅下游需求旺盛 六月涨价有望持续","　　1、国内工业硅龙头，成本优势明显 　　公司是我国硅基新材料行业中业务链最完整、生产规模最大的企业之一，公司工业硅产能国内排名第一，有机硅产能排名前五位。公司工业硅设计产能35万吨，有机硅设计产能33万吨。2017年我国工业硅产量220万吨，合盛产量占全国产量18%。合盛硅业作为龙头有明显成本优势： 　　(1)公司工业硅生产基地地处新疆，硅矿石储量丰富并且价格低廉。 　　(2)新疆煤炭资源丰富，价格低于中东部地区，工业硅作为高耗能产业，电力成本超过40%，合盛硅业工业硅项目均为自备电厂，电力成本不到公网一半。 　　(3)公司还配套石墨碳素电极产能，在去年石墨电极大涨的背景下公司成本不受影响。 　　(4)作为高耗能生产企业，规模大能有效降低单位成本。 　　在环保日趋严格的背景下，工业硅行业准入门槛提高，新规工业硅新建产能热炉容量必须≥25000千伏安，并配套配套余热和煤气综合利用设施。在供给侧改革背景下，未来行业集中度将提高，龙头企业将充分享受政策红利。 　　2、鄯善基地扩产，继续提升领先地位 　　公司正在新疆鄯善地区建设硅材料循环经济产业园，2018年6月份年产40万吨工业硅产能将建成并投产，该园区还向下游延伸建设年产10万吨硅氧烷及下游深加工，有机硅产能预计2020年3月份投产。40万吨工业硅建成之后公司将超过Ferroglobe，成为全球排名第一的工业硅生产商，公司地位的提升将进一步增强公司竞争力。 　　3、供给侧改革，有机硅行业继续景气 　　有机硅供给端在历经五年行业洗牌之后企业缩减至12家，在环保政策的压力下，国内2018无新增产能，19-20产能投放低于规划产能。2018年一季度，全国房地产开发投资同比增长10.4%，同时新能源及电力电子电器等领域的增长也将有效支撑2018年有机硅的需求，因此有机硅今年有望继续保持景气。公司近期计划在新疆石河子投资20万吨/年硅氧烷项目，也彰显公司对有机硅行业的信心。 　　4、向产业链下游延伸，构建一体化优势 　　公司计划在新疆石河子投资20万吨/年硅氧烷项目，配套建设20万吨/年甲醇装置，7万吨/年钾碱装置以及相应的热电联产项目，公司向下游不断延伸，构建一体化优势将有利于公司通过调节产业链产量来实现利润最大化，也有利于降低行业波动带来的风险。从长期来看，公司既把握上游低成本原料资源又向下游发展高附加值产品将有助于公司长期保持竞争力和价格优势。 　　5、财务预测与投资建议 　　40万吨鄯善地区工业硅产能年中的投产预计会给公司带来大约18亿的营收增量；有机硅方面通过技能改造产能会有所小幅提高，加之进入18年有机硅继续上涨，有机硅方面预计有9-10亿的营收增量。基于2018年有机硅和工业硅价格稳中向好，我们预计公司2018-2020年EPS分别为4.23元/4.94元/5.74元，对应PE分别为19倍/16倍/14倍，给予公司“买入”评级。                                            (责任编辑：DF318)"
"硅铁：需关注钢招情况","　　1、基本面：内蒙古将展开新一轮的环保，部分厂家没有库存现货，下游需求回归常态；偏多。　　2、基差：现货价格6700，基差208，现货升水期货；偏多。　　3、库存：仓单733张，25655吨，目前厂家普遍暂无库存压力；偏多。　　4、盘面：20日线向上，期价在20日线下方运行；中性。　　5、主力持仓：主力持仓净空，空增；偏空。 　　6、结论：硅铁1809合约没有延续上周的跌势，但上方压力迫使期价只能以相对低位窄幅震荡，近期需关注钢招情况。硅铁1809:6400-6600区间操作。                                            (责任编辑：DF318)"
"硅铁：可能走出一波反弹行情","　　1、基本面：内蒙古将展开新一轮的环保，部分厂家没有库存现货，下游需求回归常态；偏多。 　　2、基差：现货价格6700，基差220，现货升水期货；偏多。 　　3、库存：仓单781张，27335吨，目前厂家普遍暂无库存压力；偏多。 　　4、盘面：20日线向下，期价在20日线下方运行；偏空。 　　5、主力持仓：主力持仓净空，空减；偏空。 　　6、结论：因技术面与现货面对期价一定的支撑作用，预计可能走出一波反弹行情，在期价未跌破有效支撑情况下适度逢低做多。硅铁1809:6400多，止损6350。                                            (责任编辑：DF318)"
"硅铁1809：6600-6900区间操作","　　1、基本面：受环保因素影响，硅铁供应整体供不应求，下游钢招价格抬升；偏多。 　　2、基差：现货价格6800，基差60，现货升水期货；偏多。 　　3、库存：仓单905张，31675吨，厂家减产力度加大，目前厂家普遍暂无库存压力；偏多。 　　4、盘面：20日线向上，期价在20日线上方运行；偏多。 　　5、主力持仓：主力持仓净空，空减；偏空。  　　6、结论：现货紧张、硅石环保、钢招价格抬升等因素刺激，厂家报价调涨心态积极，但目前期价已处于相对高位，继续追涨风险增大。硅铁1809:6600-6900区间操作。                                            (责任编辑：DF350)"
"硅铁1809：观望为主 回落做多","　　1、基本面：受环保因素影响，硅铁供应整体供不应求，下游钢招价格抬升；偏多。　　2、基差：现货价格6800，基差32，现货小幅升水期货；中性。　　3、库存：仓单905张，31675吨，厂家减产力度加大，目前厂家普遍暂无库存压力；偏多。　　4、盘面：20日线向上，期价在20日线上方运行；偏多。　　5、主力持仓：主力持仓净空，空增；偏空。 　　6、结论：现货紧张、硅石环保、钢招价格抬升等因素刺激，厂家报价调涨心态积极，但目前期价已处于相对高位，继续追涨风险增大。硅铁1809:观望为主，回落做多。                                            (责任编辑：DF350)"
"硅铁1809：观望为主","　　1、基本面：硅铁市场整体现货偏少，生产厂家报价坚挺；偏多。 　　2、基差：现货价格6800，基差96，现货升水期货；偏多。 　　3、库存：仓单825张，28875吨，厂家减产力度加大，目前厂家普遍暂无库存压力；偏多。 　　4、盘面：20日线向上，期价在20日线上方运行；偏多。 　　5、主力持仓：主力持仓净空，空减；偏空。  　　6、结论：现货紧张、硅石环保、钢招价格抬升等因素刺激，厂家报价调涨心态积极，但目前期价已处于相对高位，继续追涨风险增大。硅铁1809:观望为主，回落做多。                                            (责任编辑：DF350)"
"硅铁：目前期价已处于相对高位","　　1、基本面：硅铁市场整体现货偏少，生产厂家报价坚挺；偏多。 　　2、基差：现货价格6600，基差-292，现货贴水期货；偏空。 　　3、库存：仓单825张，28875吨，厂家减产力度加大，目前厂家普遍暂无库存压力；偏多。 　　4、盘面：20日线向上，期价在20日线上方运行；偏多。 　　5、主力持仓：主力持仓净空，空减；偏空。  　　6、结论：现货紧张、硅石环保、钢招价格抬升等因素刺激，厂家报价调涨心态积极，但目前期价已处于相对高位，继续追涨风险增大。硅铁1809:观望为主，回落做多。                                            (责任编辑：DF350)"
"硅铁：目前期价已处于相对高位 继续追涨风险增大","　　1、基本面：硅铁市场整体现货偏少，生产厂家报价坚挺；偏多。 　　2、基差：现货价格6500，基差-248，现货贴水期货；偏空。 　　3、库存：仓单834张，29190吨，厂家减产力度加大，目前厂家普遍暂无库存压力；偏多。 　　4、盘面：20日线向上，期价在20日线上方运行；偏多。 　　5、主力持仓：主力持仓净空，空增；偏空。  　　6、结论：硅石环保、钢招价格抬升、期货接连飘红等因素刺激，厂家报价调涨心态积极，但目前期价已处于相对高位，继续追涨风险增大。硅铁1809:观望为主，轻仓回落做多。                                            (责任编辑：DF350)"
"硅铁：大幅上涨动能不足","　　硅铁： 　　1、基本面：硅铁厂家报价坚挺，但由于下游客户的意愿价位与厂家的心理并未达成一致，下游厂商观望氛围较强；中性。 　　2、基差：现货价格6200，基差-344，现货贴水期货；偏空。 　　3、库存：仓单752张，26320吨，厂家减产力度加大，目前厂家普遍暂无库存压力；偏多。 　　4、盘面：20日线向上，期价在20日线上方运行；偏多。 　　5、主力持仓：主力持仓净空，空增；偏空。  　　6、结论：工厂心态在库存短期暂无压力情况下挺价态度表现明显，但下游钢厂需求受环保影响持续未有效释放，加上供应端减产幅度较小，继续大幅上涨动能不足。硅铁1809:6450-6650区间操作。                                            (责任编辑：DF318)"
"硅铁：继续大幅上涨动能不足","　　1、基本面：硅铁厂家报价坚挺，但由于下游客户的意愿价位与厂家的心理并未达成一致，下游厂商观望氛围较强；中性。 　　2、基差：现货价格6200，基差-308，现货贴水期货；偏空。 　　3、库存：仓单346张，12110吨，厂家减产力度加大，目前厂家普遍暂无库存压力；偏多。 　　4、盘面：20日线向上，期价在20日线上方运行；偏多。 　　5、主力持仓：主力持仓净空，空减；偏空。  　　6、结论：工厂心态在库存短期暂无压力情况下挺价态度表现明显，但下游钢厂需求受环保影响持续未有效释放，加上供应端减产幅度较小，继续大幅上涨动能不足。硅铁1809:6450-6650区间操作。                                            (责任编辑：DF350)"
"硅铁1809：6450-6650区间操作","　　1、基本面：硅铁厂家报价坚挺，但由于下游客户的意愿价位与厂家的心理并未达成一致，下游厂商观望氛围较强；中性。 　　2、基差：现货价格6200，基差-400，现货贴水期货；偏空。 　　3、库存：仓单329张，11515吨，厂家减产力度加大，目前厂家普遍暂无库存压力；偏多。 　　4、盘面：20日线向上，期价在20日线上方运行；偏多。 　　5、主力持仓：主力持仓净空，空减；偏空。  　　6、结论：工厂心态在库存短期暂无压力情况下挺价态度表现明显，但下游钢厂需求受环保影响持续未有效释放，加上供应端减产幅度较小，继续大幅上涨动能不足。硅铁1809:6450-6650区间操作。                                            (责任编辑：DF350)"
"硅铁：大幅上涨动能不足","　　1、基本面：硅铁厂家报价坚挺，但由于下游客户的意愿价位与厂家的心理并未达成一致，下游厂商观望氛围较强；中性。 　　2、基差：现货价格6200，基差-426，现货贴水期货；偏空。 　　3、库存：仓单310张，10850吨，厂家减产力度加大，目前厂家普遍暂无库存压力；偏多。 　　4、盘面：20日线向上，期价在20日线上方运行；偏多。 　　5、主力持仓：主力持仓净空，多翻空；偏空。  　　6、结论：工厂心态在库存短期暂无压力情况下挺价态度表现明显，但下游钢厂需求受环保影响持续未有效释放，加上供应端减产幅度较小，继续大幅上涨动能不足。硅铁1809:6400-6600区间操作。                                            (责任编辑：DF350)"
"硅铁：继续大幅上涨动能不足","　　1、基本面：硅铁厂家报价坚挺，但由于下游客户的意愿价位与厂家的心理并未达成一致，下游厂商观望氛围较强；中性。 　　2、基差：现货价格6200，基差-316，现货贴水期货；偏空。 　　3、库存：仓单280张，9800吨，厂家减产力度加大，目前厂家普遍暂无库存压力；偏多。 　　4、盘面：20日线向上，期价在20日线上方运行；偏多。 　　5、主力持仓：主力持仓净多，空翻多；偏多。  　　6、结论：工厂心态在库存短期暂无压力情况下挺价态度表现明显，但下游钢厂需求受环保影响持续未有效释放，加上供应端减产幅度较小，继续大幅上涨动能不足。硅铁1809:6350-6550区间操作。                                            (责任编辑：DF350)"
"硅铁1809：6350-6550区间操作","　　1、基本面：5月招标价格调涨已渐成事实，市场心态好转；偏多。 　　2、基差：现货价格6100，基差-358，现货贴水期货；偏空。 　　3、库存：仓单128张，4480吨，厂家减产力度加大，目前厂家普遍暂无库存压力；偏多。 　　4、盘面：20日线向上，期价在20日线上方运行；偏多。 　　5、主力持仓：主力持仓净空，空减；偏空。 　　6、结论：工厂心态在库存短期暂无压力情况下挺价态度表现明显，但下游钢厂需求受环保影响持续未有效释放，加上供应端减产幅度较小，继续上涨动能不足，硅铁1809:6350-6550区间操作。                                            (责任编辑：DF350)"
"硅铁1809：多单继续持有","　　1、基本面：5月招标价格调涨已渐成事实。市场心态好转；偏多。 　　2、基差：现货价格6100，基差-330，现货贴水期货；偏空。 　　3、库存：仓单97张，3395吨，厂家减产力度加大，目前厂家普遍暂无库存压力；偏多。 　　4、盘面：20日线向上，期价在20日线上方运行；偏多。 　　5、主力持仓：主力持仓净空，空增；偏空。  　　6、结论：当前市场硅铁实际成交价格高价成交情况不佳，但工厂心态在库存短期暂无压力情况下，遇需求释放期挺价态度表现明显。硅铁1809:多单继续持有。                                            (责任编辑：DF350)"
"硅铁1809：6400附近多","　　1、基本面：5月招标价格调涨已渐成事实。市场心态好转；偏多。 　　2、基差：现货价格6100，基差-376，现货贴水期货；偏空。 　　3、库存：仓单20张，700吨，厂家减产力度加大，目前厂家普遍暂无库存压力；偏多。 　　4、盘面：20日线向上，期价在20日线上方运行；偏多。 　　5、主力持仓：主力持仓净空，多翻空；偏空。  　　6、结论：当前市场硅铁实际成交价格高价成交情况不佳，但工厂心态在库存短期暂无压力情况下，遇需求释放期挺价态度表现明显。硅铁1809:6400附近多，止损6350。                                            (责任编辑：DF350)"
