"标题","正文"
"特朗普亲自“辟谣”：没说要退出世界贸易组织","摘要            美国总统唐纳德·特朗普29日否认他打算退出世界贸易组织(WTO)的报道。                             　　美国总统唐纳德·特朗普29日否认他打算退出世界贸易组织(WTO)的报道。 　　“百次”威胁“退群” 　　美国axios.com新闻网站29日早些时候报道，特朗普多次对白宫高级官员说，他想退出世贸组织。 　　一名曾与特朗普讨论这一话题的消息人士披露，特朗普经常向顾问们抱怨，“世界其他国家弄出世贸组织，来整美国”，“我们总是被他们搞，我不明白为什么我们还待在里面”。 　　这名不愿公开姓名的消息人士说，特朗普曾“100次”威胁退出世贸组织。 　　特朗普对世贸组织的不满不是秘密。按照特朗普的说法，这家美国参与创建的全球贸易组织对美国“不公平”。他竞选总统期间在电视媒体采访中公开指称世贸组织是“灾难”。 　　再次斥为“假新闻” 　　特朗普否认他打算“退群”。 　　被问及这则报道时，他在总统专机上告诉随行记者团：“我没有说退，我是说他们一直对我们不公平。” 　　在特朗普亲口否认之前，美国财政部长史蒂文·姆努钦先行予以否认，称这一报道是“假消息”，说法“夸张”。 　　姆努钦告诉福克斯商业新闻电视台，特朗普一贯明确说，世贸组织有“不公平的方面”，被其他成员“利用”。 　　按照姆努钦的说法，特朗普政府“注重自由贸易，着力打破贸易壁垒”。 　　特朗普政府主张“美国优先”，近期以“国家安全受威胁”为理由，单方面对钢铝进口产品加征高关税，可能还将对汽车及零部件产品加征重税，引发贸易摩擦。 　　不是想退就能退 　　axios网站报道，特朗普的一些顾问向他解释，世贸组织对美国有利，因为美国是创始成员，而且有庞大的贸易律师团队。 　　根据2018年美国总统经济报告，1995年至今，美国在世贸组织发起的贸易诉讼案中，胜诉率达85.7%，超过全球平均84.4%的胜诉率。 　　报道说，虽然特朗普听不进劝告，但美国退出世贸组织后果严重，以致于他的高级顾问们和经济界人士都不认为他会“动真格”。华盛顿一名资深贸易律师说：“我们认为他疯狂，但不会如此疯狂。” 　　这家媒体同时警告，鉴于特朗普已经置经济顾问的劝告于不顾，决定对钢铝产品开征重税，他走上极端、决定退出世贸组织不是没有可能。不过，他面临一道“安全阀”制约：按照美国法律，退出世贸组织需要国会批准。                                            (责任编辑：DF318)"
"不想再讨好美国！面对美加税 盟友选择“绕道走”","摘要            据美国《纽约时报》网站6月28日报道，“没有比现在更好的多元化时机了，”在七国集团最近的灾难性会议之后，加拿大贸易部长的一位发言人在“推特”上写道。                             　　据美国《纽约时报》网站6月28日报道，“没有比现在更好的多元化时机了，”在七国集团最近的灾难性会议之后，加拿大贸易部长的一位发言人在“推特”上写道。 　　今年春天，韩国在与美国进行了长达六年之久的贸易协定重新谈判之后已变得如此之沮丧，以至于韩国决定转向其他国家。在协定宣布后不久，韩国贸易部长就开始了“贸易多元化”战略。 　　报道称，多元化是一种礼貌的说法，实际上是美国的朋友和盟友们认为，美国已经变成一个不可靠的伙伴，他们现在正在转向其他地方。从渥太华到布鲁塞尔，再到首尔，美国的贸易伙伴们已对特朗普政府的关税表示厌烦，他们已经放弃了试图讨好特朗普总统、或试图说服他自由贸易是好事儿的做法。为了减少他们对美国的经济依赖，减少他们在潜在的全球贸易战中的风险，他们正在缔结把美国完全排除在外的贸易协定。 　　6月14日，加拿大政府要求议会批准一项新的《跨太平洋伙伴关系协定》(TPP)，新协定因美国2017年的退出而不再包括美国。6月18日，欧盟贸易专员访问了澳大利亚，三天后，新西兰开始与欧盟谈判自由贸易协定；6月22日，韩国宣布了将与俄罗斯进行两国之间的首个自由贸易协定谈判的计划。 　　报道称，这些举措是对特朗普政府的不可靠性和不可预测性的直接回应，它们传递了一个明确的信号，即美国政府的贸易政策重点——重新谈判协议、惩罚违规行为——没有像预期的那样有效果。 　　报道还称，特朗普总统可能希望用更好的协议来取代他不喜欢的、“糟糕的”老协议，但到目前为止，世界上的其他国家都不愿与美国谈判新协议。长长的、不断增长的关税清单，特别是那些基于令人生疑的国家安全理由的关税，削弱了特朗普政府与其他国家结成联盟的能力。而解决合理的担忧，需要这些联盟。 　　报道指出，相反，美国最密切的贸易伙伴正在忙于为受美国提高关税影响的产品寻找新的出口市场，他们也在为将受本国计划实施的报复性关税影响的美国产品争取新的供应商。 　　比如，日本首相安倍晋三曾一直努力与特朗普总统建立密切关系。但现在，日本最大的出口产品，汽车和汽车零部件，突然面临着美国对其加征25%关税的威胁。正如安倍晋三对日本议员所说的：“日本很难理解，我们不能接受。” 　　因此，日本正在加速与其他国家的谈判。日本和欧盟计划在今年7月签署双边自由贸易协定。此外，美国退出《跨太平洋伙伴关系协定》之后，是日本挺身而出，填补了美国留下的领导空缺。日本国会本月通过了一项批准修订后的协定的法案。 　　报道称，令人遗憾的是，随着世界其他地区正在构建一个不包括美国的新贸易结构，美国正在被边缘化。美国的工人、农民和公司将被挡在重要的市场之外。美国将失去帮助制定先进技术的贸易规则和标准的机会，比如在替代燃料汽车、3D打印和人工智能方面。全球供应链和区域供应链将越来越多地绕开美国。 　　报道还称，当然，作为世界上最大的经济体，美国仍将对国际商务起主要作用。美国的市场对他国的出口产品具有很大的吸引力，美国在制造业、服务业和农业方面的出口竞争力很强。美元仍然是主要的全球储备货币，世界上的大部分贸易以美元计价。 　　报道认为，但是，过高地估计美国的谈判筹码是有危险的。随着美国的合作伙伴将目光投向别处，贸易模式将发生变化。美国花了几十年的时间与美国的盟友建立信任，而美国现在正在挥霍这种信任。                                            (责任编辑：DF318)"
"白银技术分析：下行动能完整 日内有望再创新低","摘要            周五(6月29日)亚市盘中，现货白银短线震荡交投于16美元关口下方美附近，美指亚盘维持强势，银价小幅冲高回落。周四银价无力回踩收敛楔形下轨，这使得银价短线的走势更为看空。                             　　周五(6月29日)亚市盘中，现货白银短线震荡交投于16美元关口下方美附近，美指亚盘维持强势，银价小幅冲高回落。周四银价无力回踩收敛楔形下轨，这使得银价短线的走势更为看空。 　　尽管周四公布的GDP数据小幅不及预期，但是美指依旧守稳95整数关，尽管美债收益率本周大幅下滑，但是并没有引发美元的大幅回调，只要依旧交投于该关口上方，那么美指将有机会上探96关口，本交易日有众多重磅美国数据即将出台，料美元今晚将不会平静。 　　技术面解析： 　　天图显示，现货白银走势疲软。RSI进一步回落，逼近超卖水平，MACD下行动能强劲。从云图来看，下行云进一步走低，白银中期走势看空。如果银价无法在下周回踩收敛楔形下轨的话，那么银价反弹的可能性将越来越低。 　　4小时图显示，银价短线走势倾向震荡，整体趋势依旧倾向下行，RSI目前承压于中轴下方，且逐步震荡回落指向超卖水平，银价目前受到5周期均线的压制，MA均线呈空头排列趋势，且稳步下跌，这暗示汇价短线基调为看跌。 　　日内观点：看跌 　　周内观点：震跌 　　关键阻力：16.15、16.34、16.47 　　关键支撑：15.89、15.71、15.60                                            (责任编辑：DF318)"
"黄金晨报：空头占领高地！黄金“四连跌”失守1250关口","摘要            经历周三重挫后，美股周四反弹，市场风险偏好有所回归。现货黄金“再接再厉”，跌破1250美元关口，为去年12月美联储加息以来最低水平。全球最大黄金ETF--SPDR Gold Trust 持仓周四也减少1.18吨至820.51吨。                             　　经历周三重挫后，美股周四反弹，市场风险偏好有所回归。现货黄金“再接再厉”，跌破1250美元关口，为去年12月美联储加息以来最低水平，且已经连续第四个交易日收跌。 　　全球最大黄金ETF--SPDR Gold Trust 持仓周四也减少1.18吨至820.51吨。美元指数虽然从高位小幅回落，但仍然运行于95关口上方，所以对金市还是存在压制作用。 　　国际现货黄金周四(6月28日)亚市早盘开于1251.90美元/盎司，最低下探1245.32美元/盎司，最高上涨至1255.10美元/盎司，终收于1248.40美元/盎司，下跌3.4美元，跌幅0.27%。 　　技术分析  　　图为黄金2小时走势，昨日沿通道下行，刷新年内新低至1245.98，短线价格受通道下轨支撑走高，日内关注通道上轨阻力1260附近，若价格突破该阻力，进一步阻力见前高1272.63。 　　若价格下行，下方支撑位见通道下轨。 　　图为黄金日线走势，价格持续下行，现已跌破4月11日以来的下行通道下轨支撑，价格可能继续走低，下方支撑位见2017年12月低点1236.52。 　　若价格上行，上方阻力位见斐波那契78.6%回调位1264.25，进一步阻力见斐波那契61.8%回调位1286.02。 　　(技术分析来自图表家) 　　空头占领高地黄金竟失守1250关口 　　美元指数在周四从高位小幅回落，但是仍然在95关口上方。 　　经历周三重挫后，美股周四反弹，创下三周以来最大涨幅，科技股反弹居前。市场风险偏好有所回归。现货黄金“再接再厉”，跌破1250美元关口，美盘最低触及1245.32美元，为去年12月美联储加息以来最低水平，且已经连续第四个交易日收跌。 　　全球最大黄金ETF--SPDR Gold Trust 持仓周四也减少1.18吨，当前持仓量为820.51吨。 　　美元指数虽然从高位小幅回落，但是仍然运行于95关口上方，所以对金市还是存在压制作用。白银价格也有所下跌。 　　有分析称，在黄金和白银价格下跌的情况下，本周期货市场中以图表为基础的卖家受到鼓舞。不过，两个市场目前在技术上都处于短期超卖状态，并很快就会有可观的反弹。 　　此外，近期原油价格的大幅上涨表明原材料商品部门已触底反弹，并将迎来更多的上涨。目前许多原材料商品价格被视为长期买入机会，包括贵金属。然而，巴克莱银行在周三发布的报告中称，在目前市场状况下慎买大宗商品，因其下半年仍将处于下跌趋势，但能源产品除外。 　　从技术上看，目前金价已下破1250美元/盎司一线，料将进一步跌至去年低位1246.76美元/盎司，之后是1236的目标位，金价将进一步考验1240及1230关口。短期阻力位在1250及1255美元/盎司，然后是1266及1265美元/盎司。上行方面，金价重返1250关口及1260一线，才有望恢复涨势。 　　警示信号！全球债券收益率曲线出现2007年以来首次倒挂 　　从6月13日周三起，美国两年与10年期国债收益率利差跌破40个基点关口，此后接连刷新2007年8月以来最低，也令华尔街重新引燃了对收益率曲线倒挂即将到来的担忧。 　　英国《金融时报》则发现了一个可能更悲观的信号：摩根大通全球政府债券指数(GBI)1-3年期与7-10年期的平均收益率曲线已经倒挂了，是2007年以来首次，此后就发生了全球经济衰退。 　　有分析称，由于美债构成了摩根大通全球政府债券指数(GBI)1-3年期指标的一半多，全球国债收益率曲线倒挂大部分是技术性原因，但理应引起投资者高度重视。美联储研究发现，过去美国六次经济衰退都承接在收益率曲线倒挂之后。 　　利多因素叠加油价继续走高 　　受美国库存减少，利比亚港口运营中断以及其它全球供应风险影响，美油创逾三年半收盘新高。 　　WTI 8月原油期货周四收涨0.95%，报73.45美元/桶，创2014年11月26日以来收盘新高。布伦特8月原油期货收涨0.30%，报77.85美元/桶。 　　基本面利好因素： 　　1、周四公布的另一项数据美国第一季度实际GDP年化季率终值为2%，低于前值及预期2.2%，终值放缓大于预期，个人消费支出的表现录得0.9%，是近5年来最差水平，表明市场对贸易战的恐慌，给未来美国经济前景带来阴影。 　　2、周三(6月27日)公布的美国5月成屋签约销售指数月率为下跌0.5%，高于前值但低于预期，美国5月耐用品订单月率为下跌0.6%，高于前值及预期，这是自2016年6月以来，美国耐用品订单连续两个月出现下跌。 　　基本面利空因素： 　　1、周四(6月28日)公布的美国至6月23日当周初请失业金人数为22.7万人，略高于前值21.8万人及预期22万人，初请失业金人数增幅大于预期，而失业金申请人数已连续四周下降，报告中称趋势仍与劳工市场收紧保持一致。 　　2、周二(6月26日)公布的美国6月谘商会消费者信心指数为126.4，低于预期 128，前值由128修正为 128.8。 　　后市展望 　　1、渣打银行(Standard Chartered Bank)贵金属分析师Suki Cooper在报告中称，黄金下行支撑疲软，上一次金价跌破1250水平还是去年12月美联储加息的时候。报告还指出，上一次金价跌破1250美元/盎司后，实物黄金市场吸引买家入场，中国和印度投资者们买入了大量实物黄金，因此这一次也可能重演这种情况。不过眼下，对黄金最重要的影响因素依然是美元，并且她认为，黄金和美元之间的负相关关系还会继续。 　　2、Argonaut Securities分析师Helen Lau表示，美元可能会继续走强，受到利率和债券收益率走高的带动，而这都是黄金变得没那么吸引人的关键原因。 　　3、巴克莱大宗商品研究周三(6月27日)撰文指出，投资者不应逢低买入大宗商品，因今年剩余时间的价格表现偏向下行。巴克莱表示，导致大宗商品价格下跌的主要因素是中国的去杠杆化，以及全球同步增长的放缓。大宗商品作为一个篮子，在2018年出现反弹，于5月中达到顶峰。高盛大宗商品指数从1月到5月的高点上涨了12%，但此后一直跌至4月份的水平，并陷入停滞。巴克莱指出，除了能源类大宗商品以外，下行风险正在加大，投资者应谨防在当前低迷的水平买入。 　　周五重点关注 　　21:45 美国6月芝加哥PMI 　　22:00 美国6月密歇根大学消费者信心指数终值 　　待定欧洲央行行长德拉基参加欧洲理事会会议 　　次日01:00 美国至6月29日当周石油钻井总数                                            (责任编辑：DF318)"
"黄金快报：金价走低失守1260 短期难以上扬","摘要            国泰金业分析师指出金价在低位有支持，相信会暂时会在1250美元/盎司至1265美元/盎司中间动荡，上方1265水平有阻力。                             　　基本面分析： 　　黄金昨天再度向下破低位，金价昨天早段曾经在1265动荡，金价在早段曾经上升至1267，可是金价在之后有下跌迹象，一度下破了1258位置，曾经下跌至1254，尾盘金价在回轻微回升，高位明显有一定阻力，尾盘收在比较低位置于1258收盘，现在金价再度从高位回下，金价在1250应该有较大的支持力，美元仍强势，金价今日价曾经上至1259可是高位有阻力，曾经下跌至1253低位但现在金价回上在1258上下动荡，在1250关口位置有比较大的支持力量，现在仍在1255上方，相信金价仍然在1250以上支持水平动荡，暂时于1250至1265中间窄幅区间横行，金价高位仍然有强大压力，而美元低位有支持，美元指数回升现在于94.7上下动荡，金价在长远看仍然是上升，金价暂时在1250美元/盎司水平有力支持。　　美股方面，标普500指数收涨0.22%，道琼斯工业平均指数收涨0.12%，纳斯达克综合指数收涨0.39%。　　外围方面，人民币再度下挫，人民币曾跌至在6.61动荡，美元仍强势，美指暂时在94.7上下动荡，相信美元指数暂时会在94至96中间动荡，而相信金价可能短期仍然受压。　　国泰金业分析师指出金价在低位有支持，相信会暂时会在1250美元/盎司至1265美元/盎司中间动荡，上方1265水平有阻力。　　技术面分析：　　黄金日线图显示金价在下方1250支持，但是黄金高位1265有压力，美元高位。美元指数在94.7左右动荡，暂时在94至96中间左右水平动荡，金价低位仍然有支持力，国泰金业分析师指出，预计日内金价在1250至1265区间震荡。　　今日焦点：　　20:30美国5月耐用品订单初值、5月商品贸易帐、批发库存初值　　22:00美国5月成屋签约销售指数　　22:30美国能源信息署(EIA)发布政府版原油库存周报　　次日00:15美国波士顿联储主席Rosengren(2019年有投票权)讲话　　次日03:00加拿大央行行长Poloz讲话　　次日05:00新西兰联储发布官方现金利率(OCR)　　黄金走势预测：　　建议在低位做多，于1250做多，目标1265，穿1247止蚀。弱中强阻力位126513001360支撑位125012301200　　油价再度收涨高位，WTI8月原油期货收涨3.60%，布伦特8月原油期货收涨2.11%，利比亚局势令市场忧虑而且美国打击伊朗石油出口影响供应都对油价有支持。昨天公布美国6月22日当周API原油库存-922.8万桶，创2016年9月份以来最大单周降幅，前值-302万桶。美国6月22日当周API库欣地区原油库存-174.1万桶，前值-159.4万桶。美国6月22日当周API汽油库存+115.2万桶，前值+211.3万桶。美国6月22日当周API精炼油库存+178.5万桶，前值+75万桶。　　WTI原油走势预测：　　WTI建议在低位做多，于69.0做多，目标看74.5，穿67.4止蚀。布伦特建议在低位做多，于75.0做多，目标看80.5，穿74.1止蚀。                                            (责任编辑：DF318)"
"6月26日COMEX 7月期银未平仓合约减少8395手","　　截至北京时间04:59,6月26日纽约商品交易所(COMEX)2018年7月期银成交量为83275,6月26日未平仓合约减少8395手。日期商品尾盘报价前日收盘成交量6月26日未平仓合约未平仓增减6月26日7月期银16.25016.3288327554183-8395　　-------------------------------------------------------------------------------------                                             (责任编辑：DF318)"
"机构月报：美元来势汹汹 金银艰难应对","　　 在美联储6月货币政策会议之前，市场对今年一共加息4次的预期一直处于模棱两可的状态，因此在该会议之前市场预期这一概率为46.5%，然而会议之后，这一概率大幅攀升，市场开始坚定了年内再加息2次的预期。不难看出，虽然6月加息靴子落地，但金银却未能迎来利空出尽的市场氛围，下半年的2次加息预期将长期压制金银走势。 　　欧元在欧洲央行宣布即将退出QE后冲高，但在欧洲央行声称利率在一年多的时间内不太可能改变之后大幅下跌。随着欧元的暴跌，美元指数绝地反击，冲破94关口，进而导致金银大幅回落。欧洲央行意外偏鸽派的态度令投资者失望，导致欧元/美元大跌，进而拖累金银。 　　美元正在逐渐失去其在全球储备货币的主导地位。不仅一些国家开始搬离他们在美国储备的实物黄金，并且越来越多的国家也在贸易结算中减少或绕开美元的使用而改用其他货币，尤其是在美国带来了高额关税之后。美元失去“霸主”地位有利于金银未来表现。 　　专业机构纷纷看好未来银价，白银的表现最终将超过黄金。白银市场的基本面是比较乐观的，白银矿产量在下降，而工业需求在增长，银价未来上行的空间还比较大，银价一直被低估，而真正的涨幅尚未到来。 　　专业投资者对金银的暧昧态度利空金银。此外地缘政治动荡对金银的利多影响越来越弱，避险情绪对金银的提振作用不大。整体来看，今年的宏观环境对金银不利，第三季度金银的表现将比较惨淡。然而业内认为第四季度贵金属市场将迎来转机。 　　我们预计未来一个月金银的价格走势将以底部整固为主。外盘方面：纽约金主力合约的主要波动区间料在1250-1300美元/盎司，纽约银主力合约的主要波动区间料在16-16.8美元/盎司。内盘方面：沪金主力1812合约未来的震荡区间料主要在270-273元/克；沪银主力1812合约未来的震荡区间料主要在3700-3800元/千克。 　　操作建议：偏弱震荡思路。                                            (责任编辑：DF318)"
"摩根士丹利：经济、政策、债市和波动性都与一年前截然不同！","摘要            摩根士丹利分析师Andrew Sheets认为无论从经济、通胀水平、政策、债市、波动性等方面看，今年资产投资思路都需要转变。不能保证经济向好市场一定能带来积极的市场反应，下半年波动率仍有较确定的交易机会。                             　　摩根士丹利首席策略分析师Andrew Sheets表示， 回顾今年上半年，波动率高升，加息，贸易摩擦影响市场，外加隐含波动率较低、美股和科技股走高与去年夏天相似，但情况早就不同了。 　　摩根士丹利把去年的市场情况分解至四个促成因素：经济增速、通胀水平和利率间有新的平衡；市场对政策不确定性的反应偏积极；债市坚挺；(较低)隐含波动率与(更低)实际波动率间差额较大。 　　经济数据好坏都能使市场向好？情况变了 　　首先来看经济与通胀水平。去年的市场经历了PMI上升与较小的通胀压力。过去八年内，市场的共识是较好的数据能使市场正常化发展，略差的数据也能带来政策的缓和改变。也正是这段时期，数据好坏市场都能向好。 　　摩根士丹利指出，现在变了。美国整体通胀和核心通胀从年初开始都显著增长，目前核心PCE超过20年来平均值，同时面临医疗服务费用(占20%权重)结构性上升压力。失业率已经下降到历史低点。这些造成了美联储基础利率攀升，美联储官员预计直至2019年12月间还可能有4此加息。尽管美国2季度经济数据强劲，分析师们调高了美元汇率预期，新兴市场货币和权益资产价值预期随之下降，但超预期的数据也可能引发政策的收紧。所以，经济向好带来的市场后果不一定完全积极。 　　今年市场对政策不确定性的防备可能更甚 　　摩根士丹利表示，第二个因素是政策的影响。去年的政策催化剂(税改)使市场价格低于价值，那么今年贸易问题似乎能带来同样的后果。况且市场对贸易问题预期偏谨慎。 　　全球债市能依然坚挺？情况变了 　　另外，摩根士丹利认为，去年全球债市普遍坚挺而稳定。今年又不同了。美国高息债券回到了金融危机后的紧信用水平，美债投资级债券、欧洲、亚洲和新兴市场信用债纷纷走弱。Libor-OIS息差达9年来最高水平。 　　今年波动率套利获利如何？情况变了 　　还有就是市场本身波动率的影响。摩根士丹利表示，去年有些人还很不屑在历史低点的卖出波动性套利投资者，但不料去年如此操作获利很大。其实去年隐含波动率较低，实际波动率更是与历史几次低点相当。 　　今年波动率也有不同。衍生品、利率、信用、外汇市场的隐含波动率都回到十年低点，实际波动率已开始接近十年中间水平。波动性的买入期权实际上更贵，卖出套利的获利也更低了。 　　这些变化意味着什么？可以从买入的各类资产的波动率期权中寻找机会。例如，从高息差和强于其他市场信用资产的表现来看，美国高息债券波动率将会是看跌期权的机会。又比如新兴市场权益资产，普遍面临着盈利不能保证、增长动力不足、与欧美、日本市场相比溢价不足等问题。相比之下，新兴市场硬通货资产比权益资产更可靠，而且欧洲股市更稳定可靠。                                    (原标题：摩根士丹利警告情况有变：经济、政策、债市和波动性都与一年前截然不同)                                                (责任编辑：DF318)"
"白银：主力空减 偏空","　　1、基本面：特朗普威胁对欧盟进口汽车全部加征20%关税，欧盟誓言报复。避险情绪将上升；偏多 　　2、基差：白银现货3662，基差-93，贴水期货；偏空 　　3、库存：库存1363088千克，增加1537千克；偏空 　　4、盘面：20日均线向上，k线在20日均线下方；偏空 　　5:主力持仓：白银主力空减。偏空                                            (责任编辑：DF318)"
"蔡丹青：美元指数失守95 金银自低位反弹","　　贵金属：美元指数失守95 金银自低位反弹  　　上周五COMEX金银均收涨：纽约金主力8月合约上涨0.2美元至1270.7美元，纽约银主力7月合约上涨0.133美元至16.459美元。沪市金银夜盘均低开高走，跟涨外盘：AU1812暂时收于270.55元；AG1812暂时收于3757元。美国6月Markit制造业PMI初值为54.6，低于前值56.4和预期56.5，为去年11月以来新低；美国6月Markit服务业PMI初值为56.5，低于前值56.8高于预期56.4。不甚乐观的PMI数据打压美元，美元指数失守95关口，金银则得以反弹。  　　操作建议：短线做多。                                             (责任编辑：DF318)"
"一周前瞻：央行大佬携重磅数据亮相 黄金期待大翻身","　　美国第一季度实际GDP出炉投资者需警惕美元暴动　　本周四(6月28日)20:30，美国将公布第一季度实际GDP年化季率终值、美国第一季度实际个人消费支出季率终值、第一季度核心PCE物价指数年化季率终值及美国至6月23日当周初请失业金人数等重磅数据。美国第一季度实际GDP前值与预测值均为2.2%。目前市场对美元的上涨空间心存疑虑，该数据的公布或有助于为美元走势指明方向。　　上周，全球各地各资产市场几乎都“溃不成军”，外汇市场除了美元和日元之外，也是哀鸿遍野。然而，市场仍在怀疑美元的上涨空间，部分投资者认为美元指数的涨势已经是强弩之末，美元已经筑顶；也有投资者认为，美元的涨势才刚开始，未来还有很大的上涨空间。对此，美国第一季度实际GDP数据或能结束双方的争论。　　欧盟面临“艰难的一周” 欧元的疲态难以扭转？　　6月28至29日，欧盟将召开首脑会议，会议将聚焦难民问题。而由于部分中欧国家的抵制，此次峰会将是一场“艰难的”会议。自2015年以来，难民问题成为欧洲一大难题。在2015年的难民潮中，德国处理得较为妥当，但是德国政府近期也为难民问题发愁。如果此次峰会不能妥善处理好难民问题，恐引发德国政局动荡，而欧元也将受到牵连，疲态将进一步加剧。　　近期，德国总理默克尔称要“更好地组织和引导移民进入我国，同时大幅减少入境德国的(非法移民)人数”，但是德国政府内政部长霍斯特·泽霍费尔18日对默克尔下最后通牒：月底前必须就应对非法移民向欧盟提出管控更严格的政策方案，否则他将下令立即遣返一批“非法入境”难民。德国政界人士说，泽霍费尔直接挑战默克尔的权威，双方如果无法达成妥协，联合政府可能面临垮台危机。此外，本周五还将公布欧元区6月CPI年率初值，同样值得投资者关注。　　美国5月核心PCE成本周压轴好戏　　本周五(6月29日)20:30，美国将公布5月核心PCE物价指数月率及年率，而随后21:45还将公布美国6月密歇根大学消费者信心指数终值。美国核心PCE一向是美联储衡量是否加息的标准之一。6月14日美联储一如市场预期宣布加息，并且还透露出今年可能还将2次加息的信号，成为美元涨势的重要支撑。5月核心PCE出炉，势必将影响美联储的加息预期，投资者还需警惕美元大起大落。　　本周五还有美联储最重要的通胀指标——个人消费支出物价指数数据，这将为最新的通胀走势提供线索。分析称，由于特朗普正在不断出台贸易保护措施，因此通胀有加速上行压力。尽管美联储表态可以容忍通胀在一定时间内超过2%的目标，意外上行仍然会推升加息预期。　　各大央行高官集结投资者关注英镑走势　　本周还将有多位央行高官发表讲话。亚特兰大联储主席博斯蒂克和达拉斯联储主席卡普兰周一将发表讲话。周三，英国央行行长卡尼将发表讲话，圣路易斯联储主席布拉德将于周四发表讲话，同日，加拿大央行行长波洛兹也将对当地商会发表讲话。上周，英国央行利率决议意外“放鹰”，英镑受到提振。虽然英国央行一如预期按兵不动，但是英国央行首席经济学家霍尔丹转为支持加息，令市场尤为惊讶，大大提高了英央行8月份加息的可能性。本周三英国央行行长卡尼将发表讲话，投资者需关注英镑走势。此外，本周五还将公布英国第一季度GDP年率终值，也可能对英镑造成影响。　　每日仓单速报　　从盘面看，澳元沦为了投行的做空对象。澳元上周五有所反弹，为做空者带来更佳的入场时机。花旗银行的澳元/美元空单已止盈离场，获利23点。路透IFR和摩根士丹利的澳元/美元空单都已经到价成交。　　路透最新技术分析显示，澳元月线RSI向下，月线走势图已形成下跌趋势，该机构认为澳元将恢复长期下跌走势，目标看向0.7170。此外，路透IFR新建了欧元/美元限价空单，认为该货币对长期看空。                                            (责任编辑：DF318)"
