"标题","正文"
"期市午盘：多数农产品期货上扬 郑棉涨超3%","摘要            【多数农产品期货上扬 郑棉涨超3%】东方财富网31日讯，期市午盘多数农产品上扬，棉花棉纱双双领涨，黑色系则维持强势，但涨幅有所收窄，焦炭维持2270元一线。                             　　东方财富网31日讯，期市午盘多数农产品上扬，棉花棉纱双双领涨，黑色系维持强势，但涨幅有所收窄，焦炭维持2270元一线。　　　　截至午盘，一号棉主力合约涨3.17%，报17270元/吨；棉纱主力合约涨2.42%，报25630元/吨。　　今日消息面：　　1.7月官方制造业PMI为51.2% 已连续24个月位于荣枯线上方　　2.新华社：做好地价房价联动调控的大文章　　3.错峰限产区域或扩至80城 限产减排再给钢企戴上绿色“紧箍”　　4.中央气象台首席预报员详解：本轮高温天气何时缓解　　今日晨会中，机构对棉花类期货纷纷发表不同看法，整理如下：　　国泰君安期货：棉花类区间震荡　　美棉生长优良率低引发市场忧虑。央行释放流动性利好商品整体板块，人民币贬值利好纺织品出口，对外棉进口构成一定成本支撑。国内新棉处于成长关键期，近期新疆降温利好新棉生长，新年度产量预期同比持平或略减，供需缺口客观存在。综合而言，短期盘面将维持窄幅震荡，中长线看涨。当前9、1价差-890，可继续买9卖1的正套操作。CF1901支撑位参考16500，阻力位参考17500。　　国信期货：美棉继续上涨 郑棉大幅攀升　　美国主产区干旱以及技术性买盘支撑，美棉维持涨势。12月合约上涨0.86美分，涨幅为0.96%。德州依旧干旱。截至7月29日当周，美棉优良率升至43%，较前一周上升4%，但同比大降。美棉短期维持强势。夜盘郑棉小幅高开后增仓大涨。美棉走升有所提振，新疆棉产区天气也引发关注，上涨得到资金支撑，短期走势偏强，但持续性存疑。操作上建议短线交易为主。　　大越期货：建议17000上方每隔100点建仓空单　　基本面方面，印度截至7月20日新棉种植927万公顷，低于去年同期1040万公顷。发改委滑准税进口配额80万吨发放非国营纺织企业。国储政策修改，只许纺织企业参与国储拍卖。中国农业部7月棉花供需平衡表18/19产量572万吨，17/18产量589万吨。6月进口棉花10万吨，环比减少23%，同比增加38%。中性。基差方面，现货3128b全国均价16199，基差-571，贴水期货；偏空。库存方面，中国农业部17/18年度7月预计期末库存762万吨；中性。由此得出，棉花基本面短期维持平衡，目前仓单巨大，社会库存偏大，市场并不缺棉花。夜盘棉花大幅上涨，冲破17000关口，基本面并无重大利多，预计持续上涨动能不强，建议17000上方每隔100点建仓空单，控制好仓位。　　中投期货：棉花将延续上涨趋势　　6月份棉花进口环比减少23%。自本月7日来，新疆大部分地区已经出现了持续35℃以上的高温，南疆棉花或推迟成熟。棉花供应较为充裕，后期关注美棉产量和全球库存。面积的增加与单产下滑有所抵消，因此乐观预计北疆总产量增加幅度7.4%左右。7月30日储备棉轮出销售资源30003.4493吨，实际成交12017.5722吨，成交率40.05%。持续影响棉花的需求，预计服装出口将持续低迷。纺织需求处于传统淡季，预计纱线、坯布开机将继续下滑走势，坯布、纱线库存逐步积累继续。操作上，整体商品受人民币贬值影响，短期内强势，PTA大涨提振聚酯价格，昨日夜盘大幅上涨，棉花将延续上涨趋势，建议偏强操作，回调买入。　　推荐阅读>>>　　热浪席卷全球 因担忧天气全球农产品价格飙升                                            (责任编辑：DF318)"
"国内棉花主力合约1901震荡上行 收于17185元/吨","　　隔周外盘，ICE12合约涨0.96%，收于89.16美分/磅。国内棉花主力合约1901震荡上行，收于17185元/吨，涨2.66%。国际消息，美国农业部USDA在每周作物生长报告中公布称，截止2018年7月29日当周，美国棉花生长优良率为43%，之前一周为39%，去年同期为56%。现蕾率为88%，之前一周为78%，上年同期为86%，五年均值为89%。结铃率为49%，之前一周为41%，上年同期为45%，五年均值为48%。国内消息，截止7月30日，仓单数量为9605张，较前日增加23张，有效预报2196张，较前日增加48张。两者合计11801张，较前日增加71张。预计今日棉花震荡盘整，区间16500-17500，仅供参考。                                            (责任编辑：DF381)"
"棉花：建议17000上方每隔100点建仓空单","　　1、基本面：印度截至7月20日新棉种植927万公顷，低于去年同期1040万公顷。美国增加中国进口2000亿美元关税征求意见，涉及部分纺织品。发改委滑准税进口配额80万吨发放非国营纺织企业。国储政策修改，只许纺织企业参与国储拍卖。中国农业部7月棉花供需平衡表18/19产量572万吨，17/18产量589万吨。6月进口棉花10万吨，环比减少23%，同比增加38%。中性。 　　2、基差：现货3128b全国均价16199，基差-571，贴水期货；偏空。 　　3、库存：中国农业部17/18年度7月预计期末库存762万吨；中性。 　　4、盘面：20日均线向上，k线在20日均线上方；偏多。 　　5、主力持仓：持仓偏空，净持仓空增，主力趋势不明朗；偏空。 　　6:结论：棉花基本面短期维持平衡，目前仓单巨大，社会库存偏大，市场并不缺棉花。夜盘棉花大幅上涨，冲破17000关口，基本面并无重大利多，预计持续上涨动能不强，建议17000上方每隔100点建仓空单，控制好仓位。                                            (责任编辑：DF318)"
"31日棉花市场期货操盘策略","　　基本面上，美国德州干旱天气忧虑，资金流入技术面买盘增加。期货走势上，郑棉主连昨夜盘大幅上涨，涨445，涨幅2.66%，收于17185元/吨；ICE美棉昨日小幅上涨，涨0.85，涨幅0.96%，收于89.16美分/磅，预计郑棉主连或将维持趋势上行格局。                                            (责任编辑：DF318)"
"棉花今日观点 棉花将延续上涨趋势","　　6月份棉花进口环比减少23%。自本月7日来，新疆大部分地区已经出现了持续35℃以上的高温，南疆棉花或推迟成熟。棉花供应较为充裕，后期关注美棉产量和全球库存。面积的增加与单产下滑有所抵消，因此乐观预计北疆总产量增加幅度7.4%左右。7月30日储备棉轮出销售资源30003.4493吨，实际成交12017.5722吨，成交率40.05%。持续影响棉花的需求，预计服装出口将持续低迷。纺织需求处于传统淡季，预计纱线、坯布开机将继续下滑走势，坯布、纱线库存逐步积累继续。操作上，整体商品受人民币贬值影响，短期内强势，PTA大涨提振聚酯价格，昨日夜盘大幅上涨，棉花将延续上涨趋势，建议偏强操作，回调买入。                                            (责任编辑：DF386)"
"7月27日国内棉花现货价格继续小幅上涨","　　7月27日，国内现货棉花(3218B)市场均价为16178.57元/吨，较上一交易日价格上涨11.43元/吨，报价区间为15900-16408元/吨。　　7月27日，储备棉轮出成交均价14891元/吨，下跌40元/吨，折3128价格16363元/吨，上涨36元/吨。                                            (责任编辑：DF372)"
"截止到7月27日NYBOT棉花库存20424包","　　截止到7月27日，NYBOT可交割的2号期棉合约库存为20424包，前一交易日为22287包。                                            (责任编辑：DF372)"
"7月30日新疆中棉壳报价基本平稳","　　周一，棉壳市场价格稳中为主。受主产区棉油厂普遍停产限制，各地棉壳资源供应量多不大，但因为食用菌目前养殖利润空间有限，养殖户对棉壳采购情绪较弱，棉壳市场购销一直较为清淡，内地目前受成本及库存不大支撑，价格多持稳。而疆内棉壳仍是供大于需，局部持续商存有低价促销。短期来看，棉壳行情或将持续稳中弱势调整格局运行。　　具体如下：　　阿克苏中棉壳国产的分销报价为570元/吨，和27日的报价持平，7月27日无现货成交。                                            (责任编辑：DF318)"
"棉花今日观点 整体商品受人民币贬值影响","　　6月份棉花进口环比减少23%。自本月7日来，新疆大部分地区已经出现了持续35℃以上的高温，南疆棉花或推迟成熟。棉花供应较为充裕，后期关注美棉产量和全球库存。面积的增加与单产下滑有所抵消，因此乐观预计北疆总产量增加幅度7.4%左右。7月27日储备棉轮出销售资源30003.4765吨，实际成交18942.9941吨，成交率63.14%。美棉优良率大幅低于上年，使投资者对美棉产量和品质偏悲观。棉花的需求将受持续影响，预计服装出口将持续低迷。下游进入行业淡季，纺织品服装出口环比回升。操作上，整体商品受人民币贬值影响，短期内强势，然而服装出口需求减弱，cf901棉花偏强震荡走势，谨慎操作。                                            (责任编辑：DF386)"
"棉花今日观点 服装出口需求减弱cf901棉花偏强震荡走势","　　新疆发布高温红色预警，预计对棉花生长造成不利影响，自本月7日来，新疆大部分地区已经出现了持续35℃以上的高温。棉花供应较为充裕，后期关注美棉产量和全球库存。面积的增加与单产下滑有所抵消，因此乐观预计北疆总产量增加幅度7.4%左右。7月26日储备棉轮出销售资源30012.109吨，实际成交21571.3771吨，成交率71.88%。美棉优良率大幅低于上年，使投资者对美棉产量和品质偏悲观。预计服装出口将持续低迷。下游进入行业淡季，纺织品服装出口环比回升。操作上，整体商品受人民币贬值影响，短期内强势，然而服装出口需求减弱，cf901棉花偏强震荡走势，谨慎操作。 　　                                            (责任编辑：DF386)"
"截止到7月26日NYBOT棉花库存22287包","　　截止到7月26日，NYBOT可交割的2号期棉合约库存为22287包，前一交易日为29020包。                                            (责任编辑：DF120)"
"7月26日郑商所棉花期货夜盘收盘报价","合约名称开盘价最高价最低价收盘价涨跌成交量持仓量昨日结算CF180915905159701590515955-50409217191816005CF190116780168301675016815-507633052279016865CF190317010170551697017010-552816017065CF190517325173951732017380-451591816877817425CF190717535175951753517590-801464617670                                            (责任编辑：DF309)"
"7月26日新疆皮棉报价基本平稳","　　7月26日，周四，总体而言，美棉价格从高位回落，但市场对德州等棉花主产区干旱预期一直没有消退，美棉优良率大幅低于上年，使投资者对美棉产量和品质偏悲观。与此同时，随着抛储持续进行，国内棉花库存不断下降，制约棉花上涨的主要因素逐渐消失，国内棉花长期价格中枢或将上移。短期内，国内棉花价格受国家政策影响处于弱势震汤，投资者应以保持观望为宜；从长期来看，投资者应保持多头思维。投资者可以逢低买入并长期持有多单。　　具体如下：　　阿克苏皮棉国产的分销报价为16250元/吨，和25日的报价持平，阿克苏恒信棉业有限公司；7月25日无现货成交。                                            (责任编辑：DF318)"
"新疆：棉花现货价格稳定 高温天气蚜虫泛滥","摘要            目前，现货市场价格稳定。北疆机采“双28”疆内报价16100-16200元/吨(公定)，兵团棉“双28”报价16800元/吨(含杂1.3，马值4.5)；内地库“双29”报价16700元/吨(公定)，存在议价空间；地产棉报价在14200-14700元/吨(带票，毛重，送货)，自提14000-14500元/吨，均较7月初保持稳定。                             　　 目前，现货市场价格稳定。北疆机采“双28”疆内报价16100-16200元/吨(公定)，兵团棉“双28”报价16800元/吨(含杂1.3，马值4.5)；内地库“双29”报价16700元/吨(公定)，存在议价空间；地产棉报价在14200-14700元/吨(带票，毛重，送货)，自提14000-14500元/吨，均较7月初保持稳定。 　　中央气象台发布高温黄色预警，25日南疆部分地区最高气温可达37-39摄氏度，局地40摄氏度以上；本周后期新疆南、北部山区及沿山地带将出现降雨天气，出现洪水及地质灾害的风险增大。 　　据北疆棉农反映，目前高温天气未出现较大影响，棉花长势正常。去年棉田铃重大，故产量较高，今年果枝数量同比减少1-2台/株，铃重和采摘期需看8月份天气情况。该棉农预计，今年产量很难达到去年的水平，目前对棉田影响最大的是蚜虫数量增加。据了解，今年棉花生长期新疆长时间气温偏低，温度回升后仅数天，又会出现阴雨天气，利于蚜虫繁殖。眼下棉农正积极防治虫害，局部棉田三天喷洒一次农药，导致田间管理费用上涨，植棉成本增加。 　　                                            (责任编辑：DF318)"
"截止到7月25日NYBOT棉花库存29020包","　　截止到7月25日，NYBOT可交割的2号期棉合约库存为29020包，前一交易日为29020包。                                            (责任编辑：DF386)"
"棉花今日观点 cf901棉花前期空单注意","　　新疆发布高温红色预警，预计对棉花生长造成不利影响，自本月7日来，新疆大部分地区已经出现了持续35℃以上的高温。棉花供应较为充裕，后期关注美棉产量和全球库存。面积的增加与单产下滑有所抵消，因此乐观预计北疆总产量增加幅度7.4%左右。7月25日储备棉轮出销售资源30008.2362吨，实际成交21162.8483吨，成交率70.52%，成交率回升。预计服装出口将持续低迷。下游进入行业淡季，纺织品服装出口环比回升。操作上，整体商品受人民币贬值影响，短期内强势，然而服装出口需求减弱，cf901棉花前期空单注意止盈。                                            (责任编辑：DF386)"
"7月25日国内棉花现货价格小幅下调","　　 　　7月25日，国内现货棉花(3218B)市场均价为16162.14元/吨，与上一交易日价格基本持平，报价区间为15900-16401元/吨。 　　7月25日，储备棉轮出成交均价15051元/吨，上涨12元/吨，折3128价格16445元/吨，上涨136元/吨。                                            (责任编辑：DF120)"
"长江流域：旱情影响棉花长势收购价格成焦点","　　中国棉花网专讯：近期，长江流域部分棉区出现旱情，棉农积极采取措施缓旱情，期望棉花收购价格在3元/斤。 　　自6月25日以来，安徽东至一直以晴好天气为主。虽然有几天下了雨，但雨量非常小。进入7月份，气温越来越高，最高温度达37摄氏度。据了解，持续的高温不仅对棉花的开花授粉造成不同程度的影响，对于已经打顶的棉田而言，坐桃受到影响，甚至会出现棉铃脱落情况。高温还将导致棉田出现不同程度的旱情，不利于棉花生长。安庆地区棉苗长势整体良好，最好的棉苗株高130厘米以上，果枝12台/株以上，结铃10个/株以上。但是部分棉田受到逐步加重的干旱威胁。“安比”台风没有过境安庆，也就没有带来降雨缓解旱情。 　　湖北仙桃棉区面积有所增加，其中沔城、郭河镇两地预计棉花种植面积同比增加300亩，预计每亩产量约600斤。棉农对去年棉花收购的意见主要集中在价格方面，希望今年收购价格可以根据市场行情浮动变化，不要只降不增，收购时质检人员可以一视同仁，杜绝人情棉花、关系棉花，杜绝随意改动价格现象，希望棉花收购价格是3.00元/斤。 　　现货销售方面，安庆皮棉库存见底，皮棉销售价已下调到15000元/吨左右。当地某纺织企业竞拍成交储备棉263.3574吨，成交价14640元/吨。目前，当地质量差的毛棉籽销价在0.90-0.95元/斤，质优毛棉籽销价在0.98元/斤左右。棉副行情整体处于弱势，棉油报价在4750-4800元/吨、棉短绒报价在3600-3700元/吨、棉粕报价在2250-2300元/吨、棉壳报价在1100-1200元/吨。                                            (责任编辑：DF314)"
"7月25日国际棉花指数小幅下跌","　　.3单位：美分/磅 7月24日7月25日涨跌SM指数99.5899.53-0.05M指数95.9195.87-0.04                                            (责任编辑：DF314)"
"新疆发布高温红色预警 预计对棉花生长造成不利影响","摘要            7月23日下午新疆气象台发布高温红色预警，这是继本月6日以来，新疆气象台发布的第五次高温预警，第一次红色预警。也就是说，自本月7日来，新疆大部分地区已经出现了持续35℃以上的高温，而高温红色预警告诉持续的高温又要迈上新高度，即24小时内最高气温将上升到40℃。                             　　赢炬期象台消息：7月23日下午新疆气象台发布高温红色预警，这是继本月6日以来，新疆气象台发布的第五次高温预警，第一次红色预警。也就是说，自本月7日来，新疆大部分地区已经出现了持续35℃以上的高温，而高温红色预警告诉持续的高温又要迈上新高度，即24小时内最高气温将上升到40℃。　　新疆的高温还要持续多久？ 　　预计未来72小时，新疆大范围高温的形势依然延续，也就是说40℃近几天是家常便饭。按照欧洲中心模式预报结果，本周六也就是28日开始，一次大范围的降水过程光顾新疆，预计降水范围和降水强度将出现在下周一(30日)，那恼人的热终于可以暂时消退几天。　　持续高温对棉花的影响？ 　　事实上棉花属于喜温、喜旱的植物，但是这只是相对的。目前新疆产区大部正处于花铃期，棉花花铃期有两个特点，一是温度条件要求高，二是生长需水量较大。所以近期新疆超过两周的持续高温对棉花生长影响主要体现在两个方面，第一，持续高温使土壤和叶面水分蒸发加剧，造成光合速率降低，导致光和物质生产能力下降，进而影响产量形成。第二，特别当高温超过38℃时，易导致花粉粒败育，影响棉花授粉，加重蕾、花、铃脱落，阻碍同化物质输送，致使棉铃充实度较差，影响皮棉质量。 　　另外持续高温环境下还需防范黄萎病、红蜘蛛、白蜘蛛等病虫害发生。                                            (责任编辑：DF318)"
"7月25日郑商所棉纱期货午盘报价","合约名称开盘价最高价最低价最新价涨跌成交量持仓量昨日结算CY1810249002520024890251152653832291824850CY1901255002572525500257153707415225345CY19052637526375263752637547521225900                                            (责任编辑：DF318)"
