"标题","正文"
"技术解盘：IF下跌反抽 十债面临回撤","　　IF 下跌反抽　　IF上周一反弹到第一压力点3591后遇阻，沿着趋势的方向下跌到3398与3361所构成的强支撑区域。IF在这里出现较强反弹，本周如果能站上3591，有望在此开始反转，否则将沿着趋势的方向继续下跌。　　IC 反转信号出现　　IC大幅下跌到了密集区5047至5022后，上周在此出现反弹，并走出了多头“双重穿透”反转信号。因此，IC本周继续反弹上升的概率较大，未来几周可能冲到压力点位5255或5443后再遇阻振荡或下跌。　　十债面临回撤　　十年国债期货上周如期攀升到周线强压力点位96.0，此处压力比较大。十债也进入超买状态，本周出现回撤的概率较大。不过，十债只要不收破95.2，它就将继续向上攀升。如果收破，十债将振荡整理，甚至开始掉头下跌。　　(美国帝纳波利投资咨询有限公司曾星)                                            (责任编辑：DF358)"
"持仓分析：期指贴水略有收窄","　　上周国内A股市场呈现先抑后扬走势，周一至周四市场延续此前跌势继续下探，上证综指跌破2800点整数关口，最低探至2782点。之后受到央行货币政策放松利好影响，上周五沪深两市大幅反弹，上证综指重回2800点之上，收报2847点。期指三个品种走势明显分化，IC当周收涨，涨幅为1.76%，IF及IH双双回落，分别下跌2.45%和3.78%。基差方面，期货贴水略有收窄，截至上周五，IF、IH及IC主力合约分别贴水33.8、22.7及32.4点。　　量能方面，期指持仓继续增加，三个品种总持仓当周共计增仓7408手，持仓升至116100手，创两个月以来新高。各品种持仓均有回升，但IF增幅最大，当周增仓4062手持仓升至48125手，IH增仓1571手持仓升至24334手，IC增仓1775手持仓升至43641手，IF及IC持仓续创近期新高。　　主力持仓方面，随着市场波动加大，各品种多空主力持仓均有明显增加。其中，IF主力增仓最为显著，多空持仓分别增加2321和3030手，净空持仓增至近5000手；IH多空主力双双小幅增仓，其中多头增430手，空头增822手，净空持仓增至2148手；IC多空主力增仓幅度相当，多头增365手，空头增499手，净持仓由多翻空，净空95手。　　具体席位方面，随着指数渐行至底部，市场分歧不断增大，多空持仓均有明显增加。多头方面，五矿经易、瑞银、广发及乾坤期货等多数席位多单持仓均有不同程度回升。其中，五矿经易期货多单增仓近500手，净多持仓增至2756手。同时，瑞银期货多单增仓517手，净多持仓增至1592手。空头方面，持仓增幅较多头更为明显，银河期货空单增仓1000余手，净空持仓自不足1000手升至1985手。同时，上海东证、华泰及中信期货等席位空单持仓也均有增加。　　总体来说，市场人气持续回升，期指出现连续增仓的局面。由于指数不断探底，多空主力对于后市看法存在明显分歧，持仓均有大幅增加。短期看，期指逐步企稳，有望继续温和反弹。　　(作者单位：永安期货)                                    (原标题：期指贴水略有收窄)                                                (责任编辑：DF358)"
"广州期货：短期大盘或继续磨底 建议谨慎观望","　　周二两市受隔夜美股大跌影响跳空低开近1%，权重股延续近期弱势大幅下挫，盘中下探至2800附近刷新两年新低，成长股则低开高走，临近午盘成功翻红，午后大盘维持震荡，尾盘小幅拉升收于2859.34点，小幅下挫0.52%，深市表现较强小幅收涨0.16%，创业板大涨近2%。成交量较昨日小幅释放，两市合计成交3258.19亿元。盘面上，各行业涨跌互现，其中计算机、国防军工、通信行业领涨大盘，房地产、建筑材料、钢铁受棚改政策影响跌幅居前。　　逻辑看，一是，央行定向降准精确操作，总计释放7000亿流动性，5000亿用于“债转股”，2000亿用于解决小微企业融资难问题，由于滴灌性操作，短期对A股影响或不及预期大，但货币政策思路正延续向宽松微调。二是，人民币贬值压力增加，对国内出口企业形成利好。三是，监管层就股票质押连续发声，有利于维护市场稳定。四是，大盘估值已处于历史较低水平，破净股创下历史新高，中证500指数创下8年以来新低。　　后市看，短期大盘继续磨底，期指上建议谨慎观望。仅供参考。                                            (责任编辑：DF381)"
"道达投资手记：创业板强劲反弹 做多力量逐渐聚集","最新价：1486.77涨跌额：-23.32涨跌幅：-1.54%成交量：3220万手成交额：404.32亿元换手率：1.28%创业板指行情??领涨个股??大盘资金流向??7*24小时快讯??进入创业板指吧领涨行业1、煤炭采选涨幅：2.65%上涨：32家下跌：2家领涨股：平庄能源涨幅：10.06%2、港口水运涨幅：0.98%上涨：19家下跌：6家领涨股：长航凤凰涨幅：10.09%　　周二上午，沪指一度大跌超过50点，最低跌至2803.79点，再创阶段新低。不过，在逼近2800点整数关口后，指数逐渐回升。沪指最终以2844.51点报收，跌幅0.52%。值得注意的是，周二创业板率先反弹，最终大涨1.71%。　　当然，A股市场面临的严峻考验，并没有因为周二的探底回升而有所减弱。从今年1月大盘高点算起，沪指、上证50、创业板指、沪深300等，最大跌幅均已超过20%。有人说，A股已经进入技术性熊市。在达哥看来，单从技术角度分析，确实存在这样的担忧，但究竟是技术性熊市，还是暂时的严重超卖，最终还得看市场走势。　　近段时间，不少朋友都对行情感到恐慌，心态越来越失衡。对此，达哥也非常理解。周二，沪指创下2803.79点的低点后，距离熔断时的低点2638点也只有不到200点的距离了。对于有过那段经历的不少投资者来说，现在市场的表现难免令人不安。要知道，当时很多个股因为融资盘平仓，真的是想卖都卖不掉。　　不过，只要你不是碰巧买到了那些“爆雷”个股，情况也并不是那么糟糕。达哥说这些，还是希望各位投资者尽可能调整好心态。起码，当前市场很可能已经进入底部区间，只不过这个寻底的过程还比较曲折和复杂。　　再说周二的市场，其实也是有正面因素存在的。早间，沪深交易所以及证券业协会纷纷发文，称当前股票质押风险总体可控。　　上交所表示，沪市股票质押平均履约保障比例为181%，股票质押总市值占沪市总市值的3%，低于平仓线的股票质押市值在沪市总市值中的占比不到0.2%。上一周，上交所股票质押融资实际日均违约处置约1900万元，未见显著变化。从股票质押交易定位、风险防范机制和实际情况看，违约处置对二级市场影响非常有限。尤其值得注意的是，上交所表示，对于最终确需处置的交易，证券公司也不会简单通过二级市场“一平了之”，更倾向于寻找有意整体承接股权的主体，通过协议转让达成交易。　　深交所也称，从统计数据看，深市质押平仓风险总体可控。截至目前，深市股票质押平均(按质押市值加权平均)履约保障比例为223%。低于平仓线的股票质押市值占深市总市值的比例不到2%，考虑到司法冻结、股份限售、减持限制等因素，在二级市场可直接平仓处置的比例更低。　　沪深交易所的表态，其实就是想缓解当前市场对股权质押风险的担忧。从实际效果看，经过一段时间的风险释放之后，周二沪深两市跌停个股数量已减少到约20只，较此前大大减少。另外，前期跌幅较大的创业板周二率先强劲反弹，也说明做多力量逐渐开始聚集。 　　根据国家有关部门的最新规定，本手记不涉及任何操作建议，入市风险自担。                                            (责任编辑：DF380)"
"持仓分析：期指总持仓继续回升","　　受降准利好提振，周一沪深两市双双高开，但整体市场氛围依然偏弱，上证综指振荡走低，盘中最低探至2857点，最终收报2859.34点。期指三个品种全线回落，其中IC跌幅最小，主力合约下跌1.31%，IF及IH跌幅分别达到1.55%和1.97%。基差方面，期指走势疲弱，期货贴水大幅扩大。截至收盘，IF、IH及IC主力合约分别贴水51.3、32.9及96.2点。　　量能方面，市场活跃度进一步提升，期指本周一继续增仓，三个品种总持仓当日共计增加1424手升至110116手，再创一年来持仓新高。但各品种持仓变化不一，其中IF增仓982手，持仓升至45045手，IH增仓967手，持仓升至23730手，IC持仓则有所回落，当日减仓525手，持仓降至41341手。　　主力持仓方面，由于走势略有差异，各品种多空主力持仓增减情况也不同。其中，IF多空方继续双双增仓，多头增721手，空头增408手，净空持仓减少313手降至3967手；IH主力持仓较上周五仅有小幅增减，多头增47手，空头仅减少9手，净空持仓降至1700手；与IF及IH均不同的是，IC多空主力持仓均出现下滑，多头减367手，空头减584手，净多持仓小幅增至256手。　　具体席位方面，虽然指数继续回落，但与上周五相比，各席位持仓变化幅度有限。多头方面，除五矿经易期货外，广发、瑞银、中信建投及鲁证期货等多数席位多头持仓增减均在百手之内，五矿经易期货多头当日增仓313手，净多持仓增至2593手，持续位于净多持仓第一名。空头方面，持仓未随指数回落出现明显增加，其中中信期货空头减仓115手，净空持仓降至1527手，上海东证、华泰期货等席位空头出现小幅增仓，净空持仓分别升至3174和1891手。　　总体来说，期指持仓进一步提升，但伴随指数继续下探，多空主力均未出现显著增仓的情况。短期看，经过前期近两周的回落，期指显现出明显超跌迹象，未来几天或有所企稳并出现温和反弹的走势。　　(作者单位：永安期货)                                            (责任编辑：DF358)"
"持仓分析：期指空头大幅增仓","　　上周国内A股市场持续振荡下跌，上证综指一路下行，最低探至3008点，创2016年10月以来新低，最终收报3021.9点。期指三个品种走势各异，其中IH较为抗跌，当周主力合约不跌反涨，涨幅为0.17%。IF同样走势相对较强，主力合约仅下跌0.88%。IC表现疲弱，主力合约重挫3.5%。基差方面，各品种贴水全部收窄，截至上周五，IF、IH及IC主力合约分别贴水31.4、28和47.3点。 　　量能方面，由于上周为交割周，受到相关因素影响，期指持仓出现明显回落，三个品种当周共计减仓4477手，总持仓降至101430手。各品种持仓也有不同程度回落，IF持仓降幅最大，减仓2294手至40707手。IH次之，当周减仓1872手，持仓降至21477手。IC减仓幅度最小，持仓仅减少311手降至39246手。 　　主力持仓方面，由于各品种移仓速度不同，其主力持仓增减情况也各有差异。IF主力移仓换月相对较快，次月和当季合约持仓双双大增导致其多空主力持仓较前一周明显提升。其中，多头增7248手，空头增9678手，净空持仓再度增至近4000手。IH移仓速度较慢，与前一周相比，主力持仓变化幅度均在百手之内，净空持仓微降至2216手。IC与IF类似，多空主力均有显著增仓，净多持仓升至434手。 　　具体席位方面，各席位多空主力虽然均有明显增仓，但多头增仓幅度明显不及空头。多头方面，五矿经易、广发、中信建投及鲁证期货等净多持仓排名靠前的席位多单均有一定程度增仓。其中，五矿经易期货多单增仓300余手，净多持仓增至1745手。瑞银及乾坤期货多单持仓出现小幅下滑。其中，瑞银期货多单减仓328手，净多持仓降至1418手。空头方面，除银河期货外，上海东证、华泰、光大、国泰君安及中信期货等席位空单持仓持续大幅增加，其中中信期货空单增仓2000余手，净持仓由多翻空，净空616手。 　　总体来说，受到交割影响，期指持仓略有回落。各席位空头大幅增仓，市场整体弱势格局依旧。短期看，期指可能超跌反弹，但反弹力度有限。 　　(作者单位：永安期货)                                            (责任编辑：DF358)"
"三大股指探底回升 创业板指涨逾1%","　　周三，A股先抑后扬迎来了一波超跌反弹。沪深两市早盘低开后持续下探，临近午间收盘，创业板指率先翻红。午后，在创业板的带动下，三大股指集体探底回升，指数呈V形反弹。上证综指收复2900点，创业板指则涨逾1%。　　截至昨日收盘，上证综指报2915.73点，上涨0.27%；深证成指报9501.34点，上涨0.92%；创业板指报1563.79点，上涨1.08%。两市合计成交额达3482亿元，成交量较前一交易日显著缩量。　　分析人士指出，目前权重蓝筹股有走稳迹象，短期内指数还会有反复，但继续下跌的空间有限，预计后市大盘将进入到震荡筑底阶段。　　昨日军工板块开盘便逆市走强，成为一大盘中热点。其中龙头新余国科强势涨停，中航电子涨停，晨曦航空、国睿科技、安达维尔、雷科防务等也纷纷拉升，涨逾5%。申万宏源证券表示，军工行业目前估值已接近历史底部，再加上相关利好政策有望加速落地，支撑行业估值向上修复，因此坚定看好军工行业全年投资机会，建议重点关注估值偏低的龙头个股。　　此外，钢铁板块昨日迎来久违的强势，对主板企稳回暖起到了重要推动作用。西宁特钢、首钢股份、柳钢股份、八一钢铁4股涨停，凌钢股份、三钢闽光、华菱钢铁等涨逾6%。华泰证券认为，钢铁社会库存、吨钢毛利以及下游需求这三大影响钢铁行情的因素都将在未来超预期。因此，钢铁板块景气周期的可持续性可期，有可能在弱势震荡中领涨两市。建议持续关注钢铁以及受益于制造业投资的机械板块。　　值得一提的是，白酒以及医药保健等消费板块昨日也集体反弹，再度演绎“吃药喝酒”行情。顺鑫农业、金种子酒涨逾7%；老白干酒、迎驾贡酒、洋河股份大涨逾5%。医疗服务行业中，泰格医药、昭衍新药涨停，爱尔眼科涨逾7%。广发证券表示，未来大众消费品行业有望体现出收入增长、产能扩张的“供需两旺”态势，其后续盈利持续性值得期待。　　跌幅方面，机场、航运板块昨日下挫较深，白云机场连续两日跌停，南方航空、东方航空、中国国航跌幅均超过3%。　　此外，昨日借道沪深股通的北上资金小幅净流出7.53亿元。但昨日录得不错涨幅的医药白酒个股依然获得不少资金流入，沪股通方面，恒瑞医药净买入2.9亿元，贵州茅台净买入2.8亿元；深股通标的中洋河股份获得净买入超过7000万元。　　中国银河证券表示，展望后市，从中长期看，随着经济调结构、去杠杆的逐步落实，以及流动性保持平稳，A 股当前的估值已经具备了一定性价比，中长期机会大于风险。                                            (责任编辑：DF380)"
"持仓分析：期指空头大幅增仓","　　上周国内A股市场持续振荡下跌，上证综指一路下行，最低探至3008点，创2016年10月以来新低，最终收报3021.9点。期指三个品种走势各异。其中，IH较为抗跌，当周主力合约不跌反涨，涨幅为0.17%。IF同样走势相对较强，主力合约仅下跌0.88%。IC表现疲弱，主力合约重挫3.5%。基差方面，各品种贴水全部收窄，截至上周五，IF、IH及IC主力合约分别贴水31.4、28和47.3点。　　量能方面，由于上周为交割周，受到相关因素影响，期指持仓出现明显回落，三个品种当周共计减仓4477手，总持仓降至101430手。各品种持仓也有不同程度回落，IF持仓降幅最大，减仓2294手至40707手。IH次之，当周减仓1872手，持仓降至21477手。IC减仓幅度最小，持仓仅减少311手至39246手。　　主力持仓方面，由于各品种移仓速度不同，其主力持仓增减情况也各有差异。IF主力移仓换月相对较快，次月和当季合约持仓双双大增导致其多空主力持仓较前一周明显提升。其中，多头增7248手，空头增9678手，净空持仓再度增至近4000手。IH移仓速度较慢，与前一周相比主力持仓变化幅度均在百手之内，净空持仓微降至2216手。IC与IF类似，多空主力均有显著增仓，净多持仓升至434手。　　具体席位方面，各席位多空主力虽然均有明显增仓，但多头增仓幅度明显不及空头。多头方面，五矿经易、广发、中信建投及鲁证期货等席位净多持仓排名靠前的席位多头均有一定程度增仓。其中，五矿经易期货席位多单增仓300余手，净多持仓增至1745手。瑞银及乾坤期货席位多单持仓出现小幅下滑。其中，瑞银期货席位多单减仓328手，净多持仓降至1418手。空头方面，除银河期货外，上海东证、华泰、光大、国泰君安及中信期货等席位空头持仓持续大幅增加。其中，中信期货空单增仓2000余手，净持仓由多翻空，净空616手。　　总体来说，受到交割影响，期指持仓略有回落。各席位空头大幅增仓，市场整体弱势格局依旧。短期看，期指可能超跌反弹，但反弹力度有限。　　(作者单位：永安期货)                                    (原标题：期指空头大幅增仓)                                                (责任编辑：DF358)"
"技术解盘：IF观望为宜 十债新高可期","　　IF 观望为宜　　IF近期反弹到压力点位3815点后遇阻下跌，收在MACD预测指标线下方。IF上周振荡徘徊，仍处于短期趋势死叉状态中。IF如果立刻强力拉升并收在3801点之上，将向周线压力点位3897点发起再次冲击，否则大概率将破位下跌。　　IC 寻机反转　　IC反弹到压力点位5741后掉头下跌，上周坠落到支撑点位密集区5299—5315后得到一些支撑。IC如果能强力反弹并收回5647点的话，反转的希望将开始出现。否则，IC将继续跌到5047—5022一线后再寻机筑底反转。　　十债新高可期　　十年期国债回撤到汇聚区域94.3、94.1后得到支撑，上周继续回升逼近强压力点95.3。十债只要不在95.3一线遇阻回撤收在MACD预测指标线之下，它就将突破前高95.7。十债如果下跌收破关键支撑点位94.3的话，阶段性见顶的概率将大幅增加。　　(美国帝纳波利投资咨询有限公司曾星)                                            (责任编辑：DF358)"
"沪指盘中再创年内新低 分析师认为跌破3000点将强力反弹","　　分析师认为跌破3000点将强力反弹，目前不应过度悲观 　　周四上证指数下跌5.64点，跌幅0.18%，收盘于3044.16点，成交1476亿元；深证成指跌77.47点，跌幅0.76%，成交1698亿元；两市总成交3174亿元，较周三进一步下降，但上证50指数放量。中小板、创业板指数均缩量下跌。大盘指数逼近3000点，反击再次夭折。被套者、空仓者应当如何操作？市场人士对此意见不一。 　　股指先扬后抑 　　周四早盘，上证指数低开低走，一度再创年内新低下跌至3032点，逼近很多人认为的市场底线3000点，随即成交量放大，在保险、证券、煤炭、钢铁板块带动下，指数快速冲高，市场气氛转好，但抵达3065点后指数回落，下午再次翻红，但遇压力回落收阴。 　　这已经是4月18日以来上证指数第7次触及3050点以下，以前每次出现都有反弹。5月30日跌到3041点之后，5月31日即现1.78%的反弹。6月11日触及3037.91点后再现反弹。周四这一次能不能再现反弹仍待观察。 　　盘面上，特钢、钢铁、稀土永磁、保险、证券、煤炭板块逆市收红，其中特钢板块平均涨幅达到2.62%，酿酒、体育板块分别下跌2.15%和1.98%。41只个股涨停，32只个股跌停。刚上市5天的工业富联暴跌9.45%，药明康德也跌7.15%。 　　跌破3000点或将反弹 　　中财资讯对周四盘面波动分析说，在隔夜美股集体小跌、美联储加息靴子落地多重因素影响下周四A股早盘继续低开低走。早盘开盘后受到中国央行表态不跟进美国加息之后出现过一阵快速而短暂的急拉。但随后跟涨资金有限，场内观望情绪十分浓厚。周五就是美国公布是否对中国商品征收关税的日期，这件事不落地主力不会放开手脚做多。到了午后即使证券出面护盘也收效甚微，沪指更是突破了前期低点创出3032点新低。稀土永磁板块在早盘出现集体拉升，主因在于近期稀土进入涨价周期。钢铁板块在尾盘拉升护盘意愿相当明显。不过一些高高在上的个股下跌调整幅度相当之大，比如世界杯概念龙头莱茵体育、雷曼股份纷纷大跌收场。午盘盘中更是有多只个股直接闪崩跌停，毫无疑问当前市场情绪面已经受到了很大的影响，因此大盘进一步向3000点靠拢而缺乏主力护盘。 　　深圳前海大概率投资董事长杨济元认为，正常情况下上证指数3000点应该是底部，但有一些不可控的因素，比如近期一些政经事件导致指数重心可能继续下移。美国如果宣布对中国加征500亿美元关税，必定成为短期大利空。另外，近期一些大象级股票如工业富联、药明康德等连续上市，市场进一步“失血”，加上CDR单独开板，市场资金非常紧涨，加上没有赚钱效应，热钱也不愿进来。因此市场交易日益清淡，3000点可能守不住。 　　深圳大金海投资副总裁丁元恒说，上证指数短线支撑区域在3000点正负15点的位置，如果大盘出现今年第一次跌破3000点时，指数必将反弹站上3000点(整数关卡理论)。当前，空仓散户可以克服恐惧心理，逢低买进绩优股，大跌大买，小跌小买，不跌不买，短线操作，快进快出，严设止损与止盈，做好资金管理，绝对遵守纪律。纵观过去五年A股的历史，除了2015年股灾当年六月份是下跌的外，其他2013年到2017年这四年，六月份基本是行情的起点。过去A股的俗话 “五穷六绝七翻身” 绝不是泛泛而谈，而是会引发市场共鸣效应。在目前大盘下跌空间不很大且A股估值偏低阶段时，就短线而言，六月份进行埋伏/潜伏应该是正确的投资策略。                                            (责任编辑：DF358)"
"短期流动性趋紧 股指上涨动能不足","　　虽然5月经济数据向好，但仍存隐忧。宏观经济高频数据转弱，表明未来经济仍有下行风险，或对市场预期产生负面影响，不利于期指表现。　　短期流动性趋紧　　随着年中时点临近，市场对于季末资金面的担忧逐渐升温。银监会上周五宣布调整存款偏离度管理考核方法，取消禁止高息揽储的规定，并放松对偏离度指标的要求。但存款偏离度考核剔除非银存款，意味着未来银行需要通过吸纳一般性存款来达到考核要求，考核要求实则进一步收紧。此外，6月同业存单到期规模高达2.28万亿元，为历史次高水平，届时银行对资金需求增大，融出资金意愿减弱，流动性面临趋紧压力。　　市场对央行再次降准的预期仍然存在。从4月中下旬央行定向降准的结果来看，4月末资金面依然紧张，央行定向降准主要对冲到期MLF及缴税对资金面冲击，并非大水漫灌。上周面对巨量逆回购到期和MLF到期，央行选择超额续作MLF，规模为4630亿元，使得对冲到期后MLF余额新增2035亿元，与此同时公开市场上净回笼流动性2000亿元，总体来看，央行只是少量投放流动性。此外，央行扩大MLF抵押品范围增加AA债流动性，意在缓解小微企业融资难问题及信用风险扩张导致的悲观情绪，短期降准概率或下降。由此看出，央行货币政策大幅宽松可能性较低，整体维持稳健中性。　　在美联储加息周期下，发达国家货币政策正逐步走向正常化，全球流动性面临收紧压力，我国货币政策空间有限，需密切关注美联储加息后国内公开市场的调整压力。　　年中偿债高峰来临　　国内方面，6月为年内限售股解禁的小高峰，解禁规模超过4000亿元，加上A股市场融资力度增大，包括富士康、宁德时代、小米等独角兽企业上市，保险巨头中国人保IPO顺利过会和农行千亿定增获证监会审核通过等，A股流动性或承压。此外，今年债券信用事件频发和发行受阻现象明显增加，随着年中偿债高峰来临，市场对信用暴露的担忧，对股票市场产生负面影响。　　海外方面，全球贸易摩擦正在发酵。美国6月1日宣布对加拿大、墨西哥和欧盟征收钢铝关税，与此同时，欧盟、墨西哥和加拿大均宣布采取报复性行动。6月15日美国将公布对我国征收25%关税的500亿美元的产品名单。贸易形势不明朗，使得全球经济增长面临的风险增大，不利于资本市场风险偏好提升。　　近期市场受风险事件影响较大，考虑到全球贸易摩擦短期难以完全解决，美元处于加息周期，金融严监管继续，对资本市场的影响或较长时间内存在，市场做多情绪难以得到有效释放。此外，货币政策宽松空间有限，或制约期指向上表现，考虑到当前市场处于2017年来低位，且沪指3000一线支撑较强，期指进一步下跌空间不大，预计期指延续振荡行情。 (作者单位：福能期货)                                    (原标题：股指上涨动能不足)                                                (责任编辑：DF358)"
"技术解盘：IF观望为宜 十债高位波动","　　IF 观望为宜　　IF加权指数在3680点一线支撑较强，指数背靠3680一线绝地反击，上攻3800一线。从均线指标上分析，短期均线和中期均线交织在一起，但上方仍有压力；布林通道开口向右，价格运行到中轨，表明行情走势偏弱；MACD指标纠缠在一起，没有明显趋势。操作上，观望为宜。　　IC 空单止盈　　IC指数向下突破，目前触及下行通道下沿，有望迎来超跌反弹。从技术指标上分析，短期、中期、长期均线依次从下往上排列，是明显的空头趋势，价格短期仍有下跌空间；布林通道开口放大，中下轨趋势向上，下轨有一定支撑，近期行情依然偏弱，短期下跌趋势减缓；MCAD指标在“死叉”下方运行，继续向下迹象明显。操作上，空单适量止盈。　　十债高位波动　　十债指数仍处在上行通道中，95一线压力较大。从技术指标上分析，短期、中期均线交织在一起，长期均线位于下方，表明价格有调整需求，但下方有较强支撑；布林通道开口向右，价格在中轨附近，能否形成有效支撑，有待于考验；MACD指标在“死叉”之下运行，近期行情延续调整的可能性较大。操作上，观望为宜。 (特变电工户涛)                                            (责任编辑：DF358)"
"持仓分析：交割影响显现 期指持仓下降","　　周一沪深两市承接上周跌势继续回落，上证综指早盘低开之后呈现窄幅振荡走势，但午后趋弱指数持续下行，盘中跌破前期低点再创新低，最终收报3052.78点。虽然市场走势疲弱，但三大期指并未下跌而是全线收涨，IF、IH及IC主力合约分别上涨0.49%、0.71%和0.1%。基差方面，由于临近交割，期货贴水大幅收窄。截至收盘，IF及IH主力合约分别贴水6.6和6.4点，IC已由贴水转为升水6.8点。 　　量能方面，与上周五相比，期指持仓有所回升，三个品种周一共计增仓1535手，总持仓升至107442手。期指各品种持仓均有不同程度增加，其中IF增幅最大，当日增仓829手至43830手，IH持仓增幅相对较小，仅增仓138手至23487手，IC增仓568手至40125手。 　　主力持仓方面，由于本周为交割周，主力移仓速度明显加快，各品种多空主力持仓均较此前明显下滑。其中，IF多头减仓2029手，空头减仓2257手，净空持仓进一步降至1090手；IH空头减仓力度显著大于多头，空头减1116手，多头减597手，净空持仓时隔一月再度降至2000手之下；与IF及IH均不同的是，IC多空减仓幅度相当，持仓均减少1000余手，由于多头减仓手数略大于空头，净持仓由多翻空，净空30手。 　　具体席位方面，由于指数持续探底，同时交割影响不断显现，各席位多头持仓均有明显下滑。以瑞银、五矿经易期货等净多持仓排名靠前的席位为例，周一多单分别减仓349和707手，净多持仓降至1387和337手，广发、申银万国、中信建投期货等其余席位多头持仓也有小幅回落。空头方面，除少数席位外，其余席位空头持仓均有不同程度下滑，其中上海东证、光大期货及中金期货等席位空单持仓回落幅度居前，例如上海东证空单减仓399手，净空持仓降至1441手。 　　总体来说，与上周五相比，虽然期指持仓略有回升，但各品种主力持仓出现明显走低，显示交割因素持续发挥作用。短期看，经过连续下挫，期指有超跌反弹的需求，预计未来几天将有所回升。 　　(作者单位：永安期货)                                            (责任编辑：DF358)"
"技术解盘：IF再度寻底 十债再遇支撑","　　IF 再度寻底  　　IF在5月31日放量突破5日均线压力，期价随后冲击3840点一线阻力位，终因量能不济无功而返，限制短期反弹高度。上周IF再度走弱，寻求支撑，5、10天均线对期价的压制明显。MACD指标快慢线在0轴下黏合，负柱状线持续收敛。RSI指标在50轴下方死叉走平。综合看，IF再度寻底，耐心等待企稳做多机会。 　　IC 破位下行  　　IC上周缩量回抽，再度破位下行。上周五，IC放量跌破前7个交易日低点，短期均线系统基本空头排列，5、10日均线对期价压制较强。MACD指标快慢线0轴下运行，负柱状线有所扩张。RSI指标在50轴下方死叉下行。综合看，IF破位下行，等待企稳反弹。操作上，可待期价止跌后再进行波段布局。 　　十债再遇支撑  　　十债下调至93.8附近，该位置是前期成交密集区上沿部位。小时指标上，MACD在0轴下金叉上行，背离型底部预示随后走势进入上行5浪。日线MACD指标快慢线在0轴上死叉下行，负柱状线呈现收敛，RSI指标在50轴附近上方黏合。综合看，期价企稳于中期支撑。操作上，可以94.28做防守，适量做多。 (中原期货李卫红)                                            (责任编辑：DF358)"
"持仓分析：期指主力持续减仓","　　上周国内A股市场呈现先扬后抑走势，周初指数延续此前反弹之势，继续上扬，但涨势未能持续，上周五市场大幅回落，上证综指再度跌破3100点关口，最终收报3067.15点。期指三个品种均小幅上涨，IF涨幅最大，主力合约涨幅达到0.52%，IH次之，主力合约上涨0.35%，IC则仅上涨0.29%。基差方面，各品种期货贴水变化明显不同，IF贴水幅度加深，由贴水17.8点扩大至贴水18.6点，IH则几乎与前一周持平，主力合约维持15.5点贴水幅度，IC贴水大幅收窄至10.7点。 　　量能方面，由于临近交割周，期指持仓小幅回落，三个品种当周共计减仓953手，总持仓降至105907手。但各品种持仓呈现增减不一的情况，IF持仓减少976手，至43001手，IH持仓减少1132手，至23349手，与IF及IH均不同的是，IC持仓当周不减反增，增加1155手，至39557手。 　　主力持仓方面，受交割因素影响，期指主力逐步移仓，但各品种移仓速度明显不同。IF多空主力双双大幅减仓，多头减仓近4000手，空头减仓4711手，净空持仓快速降至1318手。IH多空主力各自减仓2000余手，净空持仓小幅降至2242手。IC主力移仓速度较快，导致当季合约上榜，两个合约加总之后多空主力持仓分别增加4143手和5032手，净多持仓降至仅65手。 　　具体席位方面，虽然指数上周显著回落，同时叠加交割影响，但IF部分席位多头持仓未见下滑，而是呈现小幅增仓的态势。以瑞银、乾坤期货为例，上周这两个席位多头持仓分别增加82手和55手，净多持仓增至1736手和782手。多数席位多头持仓出现不同程度减仓，五矿经易期货上周多头减仓1000余手，净多持仓自2000手之上降至仅1070手。空头方面，净持仓排名靠前的席位中空头持仓无一例外出现回落，其中上海东证、银河期货席位空头分别减仓593手和404手，净空持仓各自降至1817手和1083手。 　　总体来说，与前一周相比，期指持仓有所回落，同时交割影响逐步显现，主力持仓呈现下滑态势。短期来看，市场弱势格局未变，期指可能继续回落。  　　(作者单位：永安期货)                                            (责任编辑：DF358)"
