"标题","正文"
"机构：多重利好支撑 燃料油还能涨多久？","摘要            7月16日，上期所保税380燃料油期货挂牌上市。截至7月25日，仅仅8天的时间，燃料油1901合约的成交量从5.3万手暴增至85.4万手，持仓量从9000多手增加至13万手，而同期的原油1809合约成交量始终在21-30万手之间浮动，持仓量最高也不过3.4万手。                             　　 7月16日，上期所保税380燃料油期货挂牌上市。截至7月25日，仅仅8天的时间，燃料油1901合约的成交量从5.3万手暴增至85.4万手，持仓量从9000多手增加至13万手，而同期的原油1809合约成交量始终在21-30万手之间浮动，持仓量最高也不过3.4万手。　　一、燃料油火爆原因　　燃料油的交易活跃度为何能够在如此短的上市时间内超过原油，主要有以下几方面原因：　　1、与原油关联性高　　燃料油是原油经常减压塔蒸馏后的直接重质产物，也可由其它加工过程如裂化等再经蒸馏得到，因而主要跟随原油价格走势，两者价差反映燃料油自身供需，但一般情况下变动幅度不大。对于中长线趋势交易者或者未开通上海能源交易中心原油期货账户的交易者来说，可以近似用燃料油替代原油进行交易，因而燃料油也被称为“小原油”。　　2、交易门槛低　　本次380燃料油合约从之前180燃料油的50吨/手下调至10吨/手，单手合约的保证金数量大幅降低，同时也仅相当于INE原油期货单手保证金的1/10，散户参与积极性大幅提高。　　3、低手续费加大日内波动率　　交易所为了促进新期货品种的活跃度，目前规定是交易手续费为成交金额的万分之零点五，且平今仓暂免收交易手续费，因而短线操作者参与积极性较大。380燃料油上市以来，虽然价格走势整体跟随国际油价和INE原油期货价格，但是波动率远远超过INE原油期货，部分时间的波动率甚至在INE原油期货一倍以上。　　二、燃料油上涨的核心因素　　除了成交活跃以外，380燃料油上市后的上涨幅度远超INE原油期货，从7月16日至25日，380燃料油上涨3.5%，而同期INE原油期货仅上涨0.5%。380燃料油的上涨除了跟随原油价格外，还受到一些自身基本面的支撑。　　1、新加坡库存低位　　380保税燃料油与国内燃料油完全是两个品种、两个市场，后者主要是国产国消，而前者基本全部来自新加坡进口，因而新加坡当地的供需尤其是库存直接影响了国内380燃料油的基本面。自18年4月以来，新加坡燃料油库存大幅下降，尽管在5月底小幅反弹，但整体仍处于低位，低库存也直接支撑了新加坡380燃料油现货贴水从4月前的0-1美元/桶上涨至6美元/桶以上，这也是本轮国内380燃料油较原油持续走强的最主要核心因素。　　除新加坡市场之外，欧洲和美国的燃料油市场出现分化。美国15-500PPM燃料油库存从3月起持续减少，这主要得益于美国国内工业复苏。而欧洲市场燃料油库存近期有所上升，主要是西北欧原油市场出现供应过剩现象，Brent月差结构从Back转为Contango，而欧洲经济复苏较慢，拖累了成品油的消费。目前欧洲燃料油出口到新加坡市场的价差窗口已经打开，贸易套利或能缓解东西三大市场的供需失衡状况。　　2、船运市场回暖　　进入7月以来，国际船运市场有回暖趋势，波罗的海干散货指数(BDI)从1300上涨至1770左右，涨幅达到36%，巴拿马和好望角型散货船运价指数均不同程度上涨。7月23日中国国常会提出的更加积极的财政政策不仅提振了国内外工业品价格和股市，也对船运市场走强有一定的促进作用。　　3、人民币持续走弱　　自4月以来，美元在美国经济走强和加息利空非美货币的带动下快速反弹至95附近，而人民币从6月中旬快速较美元迅速贬值。尤其是离岸人民币兑美元汇率在7月19日跌破6.8关口之后，加上市场对于国常会定向放水的解读，下半年通胀压力加大，利多原油、燃料油、豆粕等进口依存度较大的商品。　　4、美国燃料油污染事件　　近期，美国向新加坡出口的燃料油被检测出受倒苯酚和苯乙烯的污染，现货的紧张进一步加剧了新加坡船用燃料油供给不足的担忧，并支撑了380现货升水。　　三、追高有风险，关注回调机会　　整体而言，亚太燃料油市场供应短期仍然吃紧。由于国内380燃料油是1901合约，且自近年2月以来海关不再公布国内成品油进出口数据，因而国内现货基本面的支撑较弱，目前仍属于炒作新加坡燃料油库存和船运市场的故事阶段，从周三起呈现震荡局势，短期或仍有上涨空间，但取决于故事发酵程度和新入市资金量。　　在东西燃料油贸易窗口打开后，欧洲市场燃料油的流入和亚太地区炼厂开工率的提高均有助于缓解新加坡市场燃料油的供应紧张，但这存在一定的时滞。鉴于380燃料油较INE原油的价差已经炒作一定时间，人民币在6.8附近继续贬值可能受到政策性阻力，继续单边追高风险较大，仍以关注原油基本面和新加坡燃料油市场为主，除去伊朗这个最大的黑天鹅外，建议关注新加坡燃料油基本面改善后的燃料油-原油价差收缩机会。                                            (责任编辑：DF318)"
"燃料油保持强劲态势 后市仍亮点十足","　　周五国内燃料油期货延续高位震荡的走势，在国际燃料油价格整体强势的背景下，对上期所燃料油价格有支撑作用，但值得注意的是，目前交易的主力合约为FU1901是个远月合约，与新加坡12月Swap相比，国内升水幅度较大，可能限制其后期涨幅。 　　7月26日上午收盘，燃料油期货主力合约FU1901收盘价3134，较昨日结算价涨6元/吨，成交39.16万手，减仓近1.2万手，持仓量减少至12.55万手，远期1905合约日内增仓2014手，持仓量至13234手，连续四日资金净流入。技术形态来看，日线图，主力FU1901合约上涨趋势依旧保持完好，K线重心不断上移，MACD红柱逐渐变长，短期支撑位看5日均线3086，下一个支撑位看3030附近，压力位看3200整数关口。 　　裂差升高基本面保持强劲态势 　　新加坡国际企业发展局(IES)周四(7月27日)公布的数据显示，截至7月25日当周，包括新加坡包括燃料油及低硫含蜡残油在内的残渣燃料油(沥青除外)库存下降18%，猛降342.8万桶，至六年半低位1619.6万桶。目前市场处在深度逆价差结构，此前几个月进入新加坡的套利供给持续偏低。消息人士称，8月380-cst燃料油较布伦特原油的驳船裂解价差周四处在每桶贴水约7.70美元，前一日则为每桶贴水约7.90美元。 　　新加坡市场近月燃料油较布伦特原油的裂解价差周四走坚，与此同时，西北欧燃料油市场也表现强劲，燃料油现货与Swap市场价格均出现一定幅度上升。而在Brent价格上涨的情况下，鹿特丹FO 3.5% barge M1与新加坡FO 380cst M1对Brent裂差依然升高，7月25日伦敦收盘时间Swap价格，FO 3.5% barge M1(8月)Swap报430美元/吨，较前日上涨7.75美元/吨，对Brent裂差为-7.383美元/桶。当前沙特阿拉伯对燃料油的强劲需求对这两个市场都起到了明显的推动作用。 　　月差回落升水幅度较大可能限制后期涨幅  　　虽然当前新加坡市场供应偏紧的局面仍然没有得到缓解，但对9月份套利船货量增加的预期使得380cst(8月/9月)月差在近期有所回落，据交易者透露，“套利窗口已经打开”，380cst东西价差一度在7月20日升高到23.3美元/吨的高点，而此价差在本周三下降至22.2美元/吨。 　　国内市场，舟山保税油价格跟随国际燃料油市场上涨，在国际燃料油价格整体强势的背景下，对上期所燃料油价格有较强的支撑作用。但从合约来看，目前主力FU1901合约距离交割期还较远，与新加坡12月Swap相比，国内升水幅度较大(30美元/吨)，这或将限制内盘后期涨幅。 　　综合来看，欧洲央行坚持宽松货币政策利空欧元，从而推动美元走高对原油形成一定压制，但沙特临时停止了经过曼德海峡的所有原油运输，同时科威特考虑暂停曼德海峡(Bab al-Mandeb)的石油出口；此外，伊朗此前已经威胁会在受到逼迫时封闭波斯湾出口霍尔木兹海峡或进一步限制中东地区的原油供应。综合看，虽然美元反弹施压油价，但中东地区供应中断担忧短期仍将主导市场，原油反弹短期或继续推动燃料油价格保持坚挺。 　　燃料油现货报价 　　1。舟山保税燃油市场：7月25日舟山IFO 380cst参考价格为485.5美元/吨，较前日上涨8.5美元/吨；MGO参考价格为788美元/吨，较前日上涨1美元/吨。 　　2。新加坡燃料油市场(7月26日新加坡收盘时间) 　　FO 180cst 3.5% FOB价格报461.92美元/吨，较前日上涨5.48美元/吨；FO 380cst 3.5% FOB价格报455.42美元/吨，较前日上涨5.51美元/吨； 　　FO 180cst 3.5%现货升水报5.05美元/吨，较前日上涨0.13美元/吨；FO 380cst 3.5%现货升水报6.15美元/吨，较前日上涨0.03美元/吨。 　　纸货市场Swap价格： 　　FO 180cst M1(8月)报457.35美元/吨，较前日上涨5.6美元/吨；FO 180cst M2(9月)报450.1美元/吨，较前日上涨5.35美元/吨；FO 180cst M3(10月)报446.7美元/吨，较前日上涨5.7美元/吨； 　　FO 180cst M4(11月)报443.7美元/吨，较前日上涨5.35美元/吨；FO 180cst M5(12月)报441.2美元/吨，较前日上涨5.5美元/吨；FO 180cst M6(19年1月)报438.55美元/吨，较前日上涨5.7美元/吨； 　　FO 380cst M1(8月)报449.8美元/吨，较前日上涨5.75美元/吨；FO 380cst M2(9月)报441.7美元/吨，较前日上涨5.7美元/吨；FO 380cst M3(10月)报437.1美元/吨，较前日上涨5.65美元/吨； 　　FO 380cst M4(11月)报433.95美元/吨，较前日上涨5.6美元/吨；FO 380cst M5(12月)报431.05美元/吨，较前日上涨5.6美元/吨；FO 380cst M6(19年1月)报428.05美元/吨，较前日上涨5.7美元/吨； 　　180cst/380cst Spread(8月)报7.55美元/吨，较前日下跌0.15美元/吨；FO 180cst M1/M2(8月/9月)月差报7.25美元/吨，较前日上涨0.25美元/吨； 　　FO 380cst M1/M2(8月/9月)月差报8.1美元/吨，较前日上涨0.05美元/吨；鹿特丹FO 3.5% barge M1(8月)报427.8美元/吨，较前日上涨5.95美元/吨。 　　3。西北欧燃料油现货市场(7月26日伦敦收盘时间) 　　鹿特丹FO 3.5% barge报435.25美元/吨，较前日上涨9美元/吨；鹿特丹FO 1% barge报435.25美元/吨，较前日上涨9美元/吨；鹿特丹FO 3.5% 500cst barge报429.75美元/吨，较前日上涨9美元/吨。                                            (责任编辑：DF318)"
"18年7月26日NYMEX燃料油期货收盘报价","合约名称开盘价最高价最低价收盘价涨跌成交量持仓量昨日结算HO18082.152.182.152.170.0321066312292.15HO18092.162.192.152.180.02510311165722.16HO18102.162.192.162.180.0216499466482.16HO18112.172.22.172.190.028689428972.17HO18122.172.22.172.190.0211129590552.17HO19012.192.22.182.190.023374256392.18HO19022.192.192.172.190.021942134312.17HO19032.172.192.172.180.021363169592.17HO19042.162.172.162.170.0243371432.15HO19052.152.162.152.160.0235017322.15HO19062.152.162.142.160.021018181562.14HO19072.152.162.152.160.0210716342.15HO19082.172.172.172.170.02317172.15HO19122.192.22.192.20.023562652.18                                            (责任编辑：DF395)"
"2018年7月26日山东淘汰鸡价格行情","　　山东-郓城地区淘汰鸡价格：4.05-4.2元/斤；【参考价】 　　山东-聊城地区淘汰鸡价格：4.05-4.2元/斤；【参考价】 　　山东-莒南地区淘汰鸡价格：4.05-4.2元/斤；【参考价】 　　山东-德州地区淘汰鸡价格：4.45元/斤； 【参考价】 　　山东-乐陵地区淘汰鸡价格：4.05-4.2元/斤；【参考价】 　　山东-平原地区淘汰鸡价格：4.05-4.2元/斤；【参考价】 　　山东-宁津地区淘汰鸡价格：4.05-4.2元/斤；【参考价】　　山东-济宁地区淘汰鸡价格：4.05-4.2元/斤；【参考价】 　　山东-梁山地区淘汰鸡价格：4.05-4.2元/斤；【参考价】 　　山东-泗水地区淘汰鸡价格：4.05-4.2元/斤；【参考价】 　　山东-泰安地区淘汰鸡价格：4.05-4.2元/斤；【参考价】 　　山东-肥城地区淘汰鸡价格：4.05-4.2元/斤；【参考价】 　　山东-济阳地区淘汰鸡价格：4.05-4.2元/斤；【参考价】                                            (责任编辑：DF309)"
"7月26日舟山中燃燃料油报价平稳","　　7月26日，中燃舟山船舶燃料供应公司燃料油180cst油库自提，低硫报价4500元/吨，高硫报价4450元/吨，燃料油120cst油库自提，低硫报价4550元/吨，高硫报价4500元/吨，企业走货正常。                                            (责任编辑：DF314)"
"7月26日秦皇岛中燃燃料油报价平稳","　　7月26日中国船舶燃料供应秦皇岛公司燃料油180cst油库自提，低硫报价4700元/吨，高硫报价4650元/吨，燃料油120cst油库自提，低硫报价4800元/吨，高硫报价4750元/吨，企业走货正常。                                            (责任编辑：DF314)"
"7月26日盘锦鹏瀚燃料油报价平稳","　　7月26日，盘锦鹏瀚石油化工科技有限公司燃料油180cst自提低硫报价4350元/吨，高硫报价4300元/吨，燃料油120cst自提低硫报价4400元/吨，高硫报价4350元/吨，企业走货正常。                                            (责任编辑：DF314)"
"7月26日大连中燃燃料油报价平稳","　　7月26日，中国船舶燃料供应大连公司燃料油180cst自提低硫报价4850元/吨，高硫报价4790元/吨，燃料油120cst自提低硫报价4950元/吨，企业走货正常。                                            (责任编辑：DF314)"
"7月26日宁波中燃燃料油报价平稳","　　7月26日，宁波中燃船舶燃料有限公司燃料油180cst自提低硫报价4650元/吨，高硫报价4600元/吨，燃料油120cst自提低硫报价4700元/吨，高硫报价4650元/吨，企业走货正常。                                            (责任编辑：DF314)"
"7月26日上海中燃燃料油报价平稳","　　7月26日，上海中燃船舶燃料有限公司燃料油180cst自提低硫报价4680元/吨，高硫报价4630元/吨，燃料油120cst自提低硫报价4730元/吨，高硫报价4680元/吨，企业走货正常。                                            (责任编辑：DF314)"
"燃料油跨产业链影响及风险管理应用分析","　　买入燃料油看涨期权可以规避短期油价和美元同时走强的风险 　　对大豆市场的影响 　　影响粮食价格的所有因素中最主要的是能源价格上涨。因为大部分粮食是在生产中心机械化完成的，随后运输、加工、包装、分销以及零售都会对其价格造成影响，因此价格的增长通常会在价值链中传递。2016年以来，国际油价呈振荡上行走势，今年已经突破80美元/桶，这必然会影响粮食生产。由于商品价值由美元计算，人民币汇率也是影响粮食价格的原因之一。由于新版燃料油期货与之前燃料油期货的品质不同，所以本文用原油价格代替燃料油连续合约。 图为美元与大豆的关系　　大豆进口成本核算公式为[(CBOT期价+FOB升贴水)×单位转换系数+海运费]×(1+增值税)×(1+关税)×人民币汇率+港杂费。 　　整体来看，两者走势并无太大的相关性，出现美元指数与大豆同向的情况也很多，所以单纯从美元的角度解释大豆趋势很难获得满意的答案，这表明大豆的金融属性比较弱。 图为油价与CBOT大豆价格波动　　通过进口成本核算公式不难发现，影响商品进口的主要变量为：CBOT大豆价格、海运成本和汇率。在基本面稳定的情况下，原油传导至燃料油，燃料油再传导至大豆进口成本的时间大概为3个月。CBOT大豆在2011年8月末开始一波暴跌，WTI原油在当年5月初提前跳水，油价拐点出在10月初，美豆拐点随后出现在12月初，可见，原油对大豆的拐点有预测性。2011年，由于对美国及全球经济发展前景忧虑升级，投资者的避险情绪增加，原油作为金融属性较强的品种，瞬间被推高至110美元/桶以上，但随后的恐慌性下跌波及美豆。之后2015年情况与2011年类似，原油与大豆价格背离的本质还是原油影响大豆的时间错位，油价波动领先大豆3个月。但在面对2014年全球性的商品暴跌时，原油和大豆的走势基本同步。除去上述时间因素之外，主导大豆走势的是天气影响的供给端，左右原油价格的是页岩油产量、OPEC减产力度及地缘政治等宏观基本面因素，所以大豆与美元指数的走势不能完全套用国际贸易理论，但原油作为大宗商品之首可以充当宏观基本面到大豆市场的桥梁，帮助解释大豆的走势。 　　对铁矿石市场的影响 　　铁矿石进口成本影响因素与大豆类似：一是美元指数走势与进口铁矿石价格负相关，主要铁矿石出口国家汇率与铁矿石价格正相关；二是海运费是铁矿石进口价格的重要组成部分，海运费与世界经济发展密切相关。 图为油价与铁矿石价格波动　　国际铁矿石贸易大多数都是通过海上运输完成的，海运费自然成为进口铁矿石价格的重要组成部分。近几年随着国际铁矿石定价机制“长协—季度协—现货价”的演变，铁矿石价格的波动幅度明显加大，海运费在铁矿石价格中占比已有所下降。海运费的高低通常反映国际贸易量的多少，跟世界经济发展状况密切相关，当世界经济发展较好的时候，国际贸易量逐渐增加，海运费趋于上升；当世界经济发展状况不佳时，国际贸易量随之下滑，海运费也将下降。此外，国际原油价格的高低也会影响海运费。 　　对替代能源市场的影响 　　近年来，在全球许多国家，为了满足政府增加可再生能源在能源使用中比例的战略任务，农民加紧生物燃料原料的生产，而这些原料也可以用作食物。受补贴的带动，对炼油产能的新投资和生物燃料部门的持续快速增建，确保了原料的高价格，如欧洲的生物柴油计划以及美国的燃料乙醇方案给农场生产施加了大量的额外需求。 　　具体来说，在美国，许多农民都同时种植大豆和玉米，但是，因为生物燃料的有关政策补贴玉米乙醇，大量的生产者投入更多的土地来播种玉米，从而损害了大豆的生产(在美国，大豆不是生物燃料的主要原料)，这就造成了市场上大豆供应的相对短缺与相应的价格上涨。因为大豆是饲养家畜的主要饲料，这也会造成肉类和牛奶价格上涨。 　　在我国，2017年9月13日，国家发改委、国家能源局等十五部门联合印发《关于扩大生物燃料乙醇生产和推广使用车用乙醇汽油的实施方案》，明确了扩大生物燃料乙醇生产和推广使用车用乙醇汽油工作的重要意义、指导思想、基本原则、主要目标和重点任务。 　　根据方案，到2020年，全国范围内将基本实现车用乙醇汽油全覆盖。将燃料乙醇以一定比例添加到汽油中，形成车用乙醇汽油。这种汽油可以有效减少汽车尾气中的碳排放、细微颗粒物排放以及其他有害物质的污染。但由于国内对玉米的供给侧改革，玉米价格很难完全转型为能源品种，所以短期内玉米与油价的相关性会出现背离的情况，但总体趋势相同，适合中长期投资。 　　生物柴油是指以油料作物如大豆、油菜、棉、棕榈，野生油料植物和工程微藻等水生植物油脂以及动物油脂、餐饮垃圾油等为原料油，通过酯交换或热化学工艺制成的可代替石化柴油的可再生柴油燃料，生物柴油的使用可以减少化石燃料消费。目前我国棕榈油对外依赖度超过90%，大量从马来西亚和印度尼西亚进口，按照美元结算，因此棕榈油与油价的关系更为紧密，两者价差是重要投资指标。 图为油价与棕榈油价格波动　　棕榈油属于可再生资源，容易受到天气影响，之前厄尔尼诺天气造成干旱问题，严重导致马来西亚的棕榈油减产，并且果实质量严重受损，棕榈油价格一度在2016年突破6400元/吨，最终在6600元/吨见顶，抑制生物柴油的需求。而油价在经历2014年暴跌后，一直在 60—50美元/桶区间振荡，刺激了市场对原油的需求，所以2017年两者价差出现收敛。 　　风险管理策略 　　航运成本对冲——买入燃料油看涨期权 　　船运成本虽然占铁矿石进口成本比例减少，但油价较去年时已经翻倍，这无形中增加了经营压力，同时美元指数的走强，更是让实际购买成本增加。买入燃料油看涨期权可以避免短期油价和美元同时走强的风险(高油价增加加息预期力挺美元走高)，一举多得。 图为航运成本对冲策略　　替代性品种对冲——零成本结构期权(买入价差看涨期权+卖出燃料油看跌期权) 　　棕榈油对标的生物柴油在国内没有相关期货，但由于该成品油属性与燃料油类似，因此用燃料油期货替代，管理风险。 图为棕榈油—燃料油价差(燃料油期货连续合约仅做示意)图为买入价差看涨期权图为卖出燃料油看跌期权　　通常来说，当棕榈油与燃料油价差低到一定区域时，也就是说棕榈油相对燃料油便宜时，可以刺激化工企业对棕榈油的加工。但只有当燃料油上涨(行业景气度变高)导致的价差走低时，炼厂才会加大对棕榈油的需求，导致价差回升。因此买入价差看涨期权的前提是燃料油价格高于某个值，利用这一点构造可以卖出燃料油看跌期权减少对冲成本。  　　(作者单位：海通期货)                                            (责任编辑：DF318)"
"7月25日燃料油为4590.00元/吨","　　7月25日，燃料油参考价为4590.00元/吨，与7月1日(4521.43)相比，上涨了1.52%。                                            (责任编辑：DF380)"
"7月25日舟山中燃燃料油报价平稳","　　生意社获悉，7月25日，中燃舟山船舶燃料供应公司燃料油180cst油库自提，低硫报价4500元/吨，高硫报价4450元/吨，燃料油120cst油库自提，低硫报价4550元/吨，高硫报价4500元/吨，企业走货正常。                                            (责任编辑：DF120)"
