"标题","正文"
"7月25日亚洲甲醇市场价格收盘震荡","　　7月25日亚洲甲醇收盘价震荡，甲醇CFR中国现货集报387-389美元/吨，跌2美元/吨；甲醇CFR东南亚现货集中报439-441美元/吨，涨11美元/吨。                                            (责任编辑：DF318)"
"7月26日山西焦化甲醇报价稳定","　　山西焦化甲醇对外报价稳定2650元/吨，年产40万吨焦炉气制甲醇装置运行正常。                                            (责任编辑：DF318)"
"7月25日欧美甲醇市场价格收盘下跌","　　7月25日欧美甲醇收盘价跌，甲醇FOB美国海湾现货报111.75-112.25美元/吨，跌2美元/吨；甲醇FOB欧洲鹿特丹现货报344-345欧元/吨，跌1欧元/吨。                                            (责任编辑：DF318)"
"7月26日山东联盟化工甲醇装置稳定运行","　　山东联盟甲醇对外报2740-2760元/吨，75万吨/年煤制甲醇装置暂稳。                                            (责任编辑：DF318)"
"7月26日山东明泉甲醇报价平稳","　　山东明泉甲醇对外报2750元/吨，10+30+60万吨/年煤制甲醇装置正常运行。                                            (责任编辑：DF318)"
"7月26日河北地区甲醇市场行情暂稳","　　河北甲醇市场石家庄及周边企业主流出货价在2620-2800元/吨左右；文安地区部分报价2560-2580元/吨；唐山地区2700元/吨。                                            (责任编辑：DF318)"
"郑醇短期挺价因素共振支持","　　 【现货】：陕西2550，川渝2750，两湖3000，河南2700，内蒙2400，江苏3150，宁波3250，山东2750，华南3250，东北2700.CFR中国385美元/吨。(来源：卓创) 　　【供需及交易逻辑】据卓创了解，委内瑞拉一套80万吨/年的甲醇装置计划8月中旬重启，该装置于去年年底开始一直处于停车检修当中。6月份我国甲醇进口在45.9万吨，较2018年5月份进口量(52.2万吨)继续缩减6.3万吨，跌幅在12.07%。1-6月份，累计同比减少10.73万吨，降幅在2.75%。从最近两个月的进口量水平来看，明显是偏低的，我们之前预期是月均进口量要保持在70万吨之上才可缓解供给端偏紧的压力，而目前进口量持续下滑，那么势必会造成沿海库存回升缓慢、价格高位坚挺的事态发生。就近期市场走势判断上，原油回落以及3000点位技术区域会对甲醇产生潜在压力，但相关联化工品表现有摆脱震荡区间继续向上抬升倾向，因此联动提振支持情绪显强，短线则不排除继续惯性上攻可能，上方压力应当放宽至3100附近。 　　【操作建议】：短期提振因素共振，挺价情绪增强，多单保护上提至2920-2940。                                            (责任编辑：DF318)"
"库存维持低位 甲醇期价易涨难跌","　　上周二以来，甲醇期价节节攀升，主力1809合约最高涨至2982元/吨，创下近17个月新高。分析人士表示，西北地区现货在两轮提降后，贸易商大量拿货，部分厂家选择停售，支撑近期甲醇价格快速反弹。此外，目前西北及山东主要产区库存维持低位，且检修损失量亦在高位，支撑后市甲醇期价将易涨难跌。　　期价节节攀升　　周二，甲醇期货继续上行，主力1809合约盘终收报2963元/吨，涨40元或1.37%，创下“六连阳”。　　兴业期货分析师杨帆表示，此前受下游醋酸大跌及华北和华东需求疲软影响，甲醇价格一度大幅下跌。不过，西北地区现货在两轮提降后，因贸易商大量拿货，部分厂家选择停售。受此支撑，上周三甲醇期货价格迎来快速反弹，并突破前期高位水平。　　现货方面，昨日江苏太仓甲醇市场延续近弱远强局面，目前现货报盘至3160-3170元/吨附近；7月下商谈稳定在3150-3170元/吨附近；8月下商谈活跃，上涨至3120-3140元/吨附近，低端为实盘成交；9月下商谈稳定在3100-3110元/吨；10月下商谈稳定在3085-3090元/吨，低端有实单成交。　　瑞达期货研究院林静宜表示，近期上游出货情况一般，由于目前下游需求力度一直不大，部分地区下游厂家还有计划检修，近期山东地区甲醇上游厂家库存一直处于低位，关中地区由于环保问题，均低负荷开工，整体库存也不高，西北地区因为贸易商近期的大量提货，部分厂家出现停售现象。就目前情况来看，库存情况或将受西北地区厂家停售影响有所下调。　　仍存看涨预期　　从产业链来看，据杨帆介绍，开工率方面，上周全国开工率67.02%(-1.51%)，西北开工率74.25%(-1.05%)。周内新增金诚泰、兖矿鲁化、兖矿国焦、长城能源和榆林凯越五套装置开车，新增同煤广发检修，检修损失较此前一周增加0.46万吨。西北地区部分工厂停售，供给再度趋紧。　　库存方面，山东和西北继续维持低库存，而西北因贸易商大量提货，部分厂家停售。7月16日至7月25日，华东地区到港量12.6万吨，华南地区无到港船只。港口甲醇市场受内地现货止跌反弹提振后小幅冲高。西南地区大雨导致水位过高而延误川内长约抵达南京地区，南京下游工厂后续有计划转向太仓提货，因此下旬太仓地区或将去库存，现货价格有望受支撑。　　下游方面，截至7月20日，山东地区甲醛现货1370(-100)元/吨；山东地区二甲醚现货3700(-200)元/吨；华东地区冰醋酸现货4150(-150)元/吨。　　鉴于上述分析，杨帆认为，目前西北及山东主要产区库存维持低位，检修损失量亦在高位，能够牢牢掌握价格话语权，再配合资金助推，甲醇期货价格将易涨难跌。                                             (责任编辑：DF380)"
"7月24日江苏北部地区甲醇市场","　　江苏北部地区甲醇市场整理运行，当地库存低位，出货一般，企业主流出厂价在2860元/吨左右。                                            (责任编辑：DF318)"
"7月24日山西焦化甲醇报价稳定","　　山西焦化甲醇对外报2570-2580元/吨，年产40万吨焦炉气制甲醇装置运行正常。                                            (责任编辑：DF318)"
"7月23日郑商所甲醇期货午盘报价","合约名称开盘价最高价最低价最新价涨跌成交量持仓量昨日结算MA18082885304028762876-251022901MA18092923294129122919214567186229702898MA18102782292427802924-32682927MA181129392941292129355520242880MA1812296729672967296719282948MA1901298529962972298824551182128342964MA1905279327972776279018116478742772MA19062756275627562756-5242761                                            (责任编辑：DF318)"
"甲醇：企业利润创历史新高","　　今年以来，在环保力度加大等方面影响下，虽然我国甲醇及相关企业生产成本有所增加，但4-6月市场价格皆高于历史同期，为此我国多数甲醇及相关企业利润创历史新高。据中宇资讯监测显示，截至目前，在我国甲醇下游消费比例中，新兴下游需求占比超7成，MTO/P占到55%，连续5年位居首位。而传统下游需求占到不足3成(仅占新兴下游需求的4成左右)，近几年随着国家对于环保、房地产等方面政策的实施，甲醛消耗有所减量，今年占比仅在7%左右，醋酸与之相当，其次是二甲醚和MTBE，各占到6%左右。 　　 　　今年以来，虽然我国煤炭、天然气价格同比皆有所走高，但我国甲醇厂家售价相对较高，为此利润空间相对较大，据中宇监测数据显示，2018年上半年我国甲醇生产企业皆处于盈利状态，多数在700元/吨以上，较去年同期增加300元/吨左右，虽然气头企业利润最为可观，但限气等方面影响导致多数企业开工时间较短，目前部分停工中。而传统下游企业中，醋酸利润最为可观(主因海外装置故障频繁，出口量增加，用户和贸易商多低仓操作，醋酸工厂库存低位，加之五月国内装置计划内外检修集中，供应缺口较大)，延续去年4月左右的盈利模式至今，且空间不断扩大，最高超2600元/吨(占到当时市场成交价格的1/2左右)，创历史新高。其次，甲醛企业利润一直不错，多处于100元/吨左右。而其余下游企业多数处于亏损状态。新兴下游企业中，煤制烯烃企业利润继续稳步走高，平均较去年同期增加900元/吨左右，而甲醇制烯烃企业则多数处于亏损中。 　　基于环保等方面影响，甲醇相关企业生产成本或增加，同时结合宏观面4季度或相对较弱等方面考虑，整个市场价格高度或有限，为此中宇认为，下半年我国甲醇产业利润或有所压缩。                                             (责任编辑：DF318)"
