"标题","正文"
"铝锌铅：震荡反弹","　　一、走势回顾 　　上海期铝价格小幅上涨。主力9月合约，以14540元/吨收盘，上涨125元，涨幅为0.87%。成交189154手，持仓量增加2192手至266008手。 　　上海期锌价格小幅上涨。主力9月合约，以21405元/吨收盘，上涨110元，涨幅为0.52%。成交355164手，持仓量减少33102手至207402手。 　　上海期铅价格小幅下跌。主力9月合约，以18490元/吨收盘，下跌65元，跌幅为0.35%。成交52368手，持仓量增加1586手至67084手。 　　上海期镍价格小幅上涨。主力9月合约，以113010元/吨收盘，上涨530元，涨幅为0.47%。成交451408手，持仓量减少14112手至242822手。　　二、现货价格　　A00铝 14370 90 　　0#锌 22040 -280 　　铅 18750 -200 　　镍 112900 0　　三、综合资讯 　　1、美国6月个人收入环比 0.4%，预期 0.4%，前值 0.4%。美国6月个人消费支出(PCE)环比 0.4%，预期 0.4%，前值 0.2%修正为 0.5%。美国6月实际个人消费支出(PCE)环比 0.3%，预期 0.4%，前值 0%修正为 0.3%。 　　美国6月PCE物价指数环比 0.1%，预期 0.1%，前值 0.2%。美国6月PCE物价指数同比 2.2%，预期 2.3%，前值 2.3%修正为 2.2%。美国6月核心PCE物价指数环比 0.1%，预期 0.1%，前值 0.2%。美国6月核心PCE物价指数同比 1.9%，预期 2%，前值 2%修正为 1.9%。 　　2、欧元区二季度GDP季环比初值 0.3%，创2016年三季度来最低增速，预期 0.4%，前值 0.4%。欧元区二季度GDP同比初值 2.1%，预期 2.2%，前值 2.5%。 　　欧元区7月调和CPI同比 2.1%，预期 2%，前值 2%。欧元区7月核心调和CPI同比初值 1.1%，预期 1%，前值 0.9%。 　　欧元区6月失业率 8.3%，预期 8.3%，前值由 8.4%修正为 8.3%。 　　3、坚持实施积极的财政政策和稳健的货币政策。财政政策要在扩大内需等发挥更大作用。要把好货币供给总闸门，保持流动性合理充裕。加大基础设施领域补短板的力度，降低企业成本。坚定做好去杠杆工作，把握好力度和节奏；下决心解决好房地产市场问题，坚决遏制房价上涨，加快建立促进房地产市场平稳健康发展长效机制。　　四、操作建议　　 　　隔夜有色金属整体不同程度反弹，沪铅偏弱震荡，铝锌镍低多持有。                                            (责任编辑：DF318)"
"8月1日广东锌市场快讯：市场交投氛围较淡   整体成交不及昨日","　　今广东0#锌主流成交于21800-21850元/吨，粤市较沪市由昨日贴水20元/吨转为升水20元/吨左右。对沪锌主力1809合约升水320-340元/吨附近，升水较昨日收窄20元/吨左右，另今日仍有少量进口锌YP于广东市场流通，报价在对沪锌主力1809合约升水310元/吨左右，然未有听闻成交。沪锌主力1809合约开盘后重心下沉至21485元/吨附近整理。今炼厂出货正常，贸易商以出货为主，交投氛围依然较淡，下游入市采买积极性亦不高，拿货寥寥，市场整体成交不及昨日，成交货量较昨日有所下滑。0#麒麟、慈山、铁峰主流成交于21800-21850元/吨附近。                                            (责任编辑：DF078)"
"8月1日沪锌现货：现货升水快速下滑 市场情绪存分歧","　　上海0#锌主流成交21780-21860元/吨，0#普通对1808合约报升水60-100元/吨，双燕对8月报升水90-110元/吨。1#主流成交于21720-21760元/吨。沪锌1808合约重心小幅下沉，早市收于21690元/吨。日内炼厂正常出货，早市市场以出货为主，贸易商调价意愿不强，挺价观望，然下游淡季效应演绎至极致，实际消费疲弱，加之进口锌流入预期仍如利剑悬于心头，部分贸易商看弱后市积极调价出货，市场调价情绪升温部分贸易商跟随调整，报价自升水100元/吨左右迅速调整至升水60-70元/吨左右，其中进口锌因货量原因调价速度较慢，日内较0#国产锌报价由贴水30元/吨收窄至贴水10元/吨左右，部分贸易商出于成本考虑离市观望或坚定挺价，而调价贸易商低升水成交尚可，市场分歧较突出，成交货量较昨日变化不大。 0#品牌成交区间1808双燕、驰宏、东岭21800-21860升水80-110秦锌、久隆、豫光、麒麟21780-21830升水60-100KZ、SMC21760-21820升水50-80                                            (责任编辑：DF386)"
"8月1日天津锌现货：期锌高位运行 下游畏高观望采购不佳","　　天津市场0#锌锭主流成交于21940-22510元/吨，0#普通品牌主流成交于21940-22080元/吨，对沪锌1808合约升水240-300元/吨附近，升水较昨日收窄了20元/吨左右，津市较沪市升水190元/吨附近，价差较昨日扩大了30元/吨左右。日内炼厂正常出货，贸易商出货积极性较强，市场流通较为宽松，然下游因绝对价格上抬，畏高观望，而少有问询，整体市场成交差于昨日。0#紫金，红烨，百灵，秦锌，驰宏等成交于21940-22080元/吨附近，1#紫金、驰宏，红烨，西矿等成交21890-22030元/吨。                                            (责任编辑：DF064)"
"锌价今日观点 整体库存小降","　　沪锌主力1809合约再次走强，震荡上行，涨幅0.52%。夜盘再次走高，收于21685元/吨。日内炼厂正常出货，市场交投氛围偏淡，因淡季下游消费疲弱，整体成交无明显改善。LME库存小幅走低库存于25万吨下方，上期所库存下降至4.81万吨，沪市虽消费仍偏弱，难带动市场消库，但近期入库亦不多，整体库存小降。需求较弱，供应又有增加趋势，上方布林道中轨压制已有显现，进一步上行压力较大，继续保持高沽空思路。                                            (责任编辑：DF386)"
"国内商品夜盘开盘涨跌各半 沪锌领涨燃油领跌","　　周三，国内商品夜盘开盘涨跌各半，沪锌和橡胶期货表现抢眼，以接近1%的升幅领涨。燃油和郑煤则下跌1%左右，跌幅最大。 　　市场走势较为分化，各板块的品种互有涨跌。 　　棉花期货延续白盘强势，但升幅放缓至0.1%，因有消息称，2017/2018年度储备棉轮出销售截止时间为9月30日。 　　美联储今日开始为期两天的议息会议，稍早公布的美国6月PCE物价指数年率为成长2.2%，不及市场预期的上升2.3%，5月为成长2.3%。                                            (责任编辑：DF392)"
"7月30日上海期货市场锌锭报价下跌","　　7月30日，上海期货市场锌锭期货价格下跌，7月30日锌锭开盘价21450元/吨，收盘价21240元/吨。结算价21560元/吨，上一交易日结算价21565元/吨。锌锭期货价格下跌325元/吨。                                            (责任编辑：DF395)"
"7月30日伦敦LME锌锭库存行情","　　7月30日，伦敦LME市场锌锭库存242050吨，库存减少1050吨，变动占比为减少0.43%。 　　7月30日，LME锌锭库存242050吨，其中注册仓单219400吨，注销仓单22650吨，注销仓单占比9.36%。                                            (责任编辑：DF353)"
"7月30日上海期货交易所锌锭仓单统计","　　7月30日，上海期货交易所期货锌库存7880吨，库存减少397吨。其中上海地区库存6821吨，库存减少397吨；广东地区库存178吨，库存无变化；江苏地区库存881吨，库存无变化；浙江地区库存为0吨，库存无变化。                                            (责任编辑：DF392)"
"7月30日伦敦期货市场锌锭行情","　　7月30日，伦敦LME市场三个月期货锌收盘价2557.00美元/吨，价格下跌。现货报价2589.50-2590.00美元/吨，现货锌价格下跌。7月30日LME市场锌锭期货成交84848.00手，市场交易活跃度较差，库存减少。                                            (责任编辑：DF353)"
"锌：需求淡季 空单继续持有","　　锌：需求淡季，空单继续持有。 　　现货及期货：上海0#锌主流成交21760-21830元/吨，0#当月票普通对1808合约报升水120-140元/吨。炼厂出货正常，听闻周末进口锌仍有到货，部分直接流向下游，令下游入市采买积极性减弱。沪锌主力合约下跌1.81%至20940元/吨，LME3月锌下跌1.41%至2550美元/吨，隔夜沪伦比值8.3，环比持平。 　　宏观：中国7月官方非制造业PMI54，低于预期的54.9和前值55。 　　供应：8月国产锌精矿加工费3750元/吨，环比上升250元/吨；进口锌精矿加工费均价50美元/吨，环比上升17.5美元/吨，显示矿山供应有增长。2018年6月中国精炼锌产量42.98万吨，环比增加1.57%，同比减少7.09%。1-6月份累计产量269.2万吨，累计同比3.71%。6月中国精炼锌产量因部分炼企检修结束较上月环比有所恢复，但整体增量较为有限。进入7月份，锌价跌幅明显，然加工费上调幅度有限，炼厂利润持续收窄直至部分出现亏损状态，部分炼厂并未如预期产量恢复，持续检修减产状态。陕西东岭、赤峰中色等持续进一步检修状态，7月新增检修企业有驰宏锌锗、兴安铜锌等，此部分减量较6月份预计增加2万多吨，目前炼厂检修偏多，但在加工费回升的背景下，预计后期炼厂边际减量有限。 　　需求：需求仍处于淡季。进入7月份，少许氧化锌企业大厂检修恢复中，整体开工率较6月预计环比增加近1个百分点至55.59%，但整体下游订单未有明显刺激拉动，环比仍不及去年同期。 　　库存：27日上期所库存较前周减5948吨(-11%)、同比减30185吨(-38.5%)至48135吨，30日上期所仓单环比减397吨(-4.7%)、同比减20653吨(-72.4%)至7880吨；30日LME库存环比减1050吨(-0.4%)、同比减23925吨(-9%)至242050吨，30日LME仓单环比持平(+0%)、同比增73275吨(+50.1%)至219400吨。 　　逻辑上：锌矿供应增长，加工费回升，炼厂后期边际减量有限；而需求仍处于淡季，沪锌空单继续持有，止损在22000。                                            (责任编辑：DF318)"
"沪市库存持续下降 沪锌震荡反弹","　　外盘方面：今日伦锌震荡反弹，交投区间为2587-2534.5美元/吨。截止北京时间15:04,3个月伦锌报2569美元/吨，日涨0.75%。持仓方面，截止7月30日，伦锌持仓量为27.5万，日减25手，显示随着锌价低位震荡整理，多空交投谨慎。 　　现货方面：7月31日SMM现货0#锌报价为21450-21550元/吨，均价较上一交易日跌290元/吨。据SMM报道，日内炼厂正常出货，早市市场交投氛围偏淡，因淡季下游消费疲弱，市场报价自升水150元/吨左右迅速调整至升水120元/吨左右，然整体成交无明显改善，部分贸易商离市观望，整体成交一般，成交货量不及昨日。 　　内盘走势：沪锌主力1809合约震荡反弹，基本回补昨日跌幅。日内交投于21515-20985元/吨，尾盘报收21405元/吨，较上一日收盘价涨2.22%。期限结构方面，沪锌延续近高远低的负向排列，沪锌1809合约和1810合约的负价差缩减至195元/吨。 　　市场焦点：亚市美元指数延续回调，现交投于94.25附近，日微跌0.08%。中国7月官方制造业PMI降至51.2%，环比回落0.3%，但高于临界点，显示制造业继续保持稳定增长。锌市行业资讯方面，中色铅锌产业月度景气指数为38.5，较上月上升0.4个点，铅锌产业景气指数持续位于“正常”区间运行。 　　行情研判：7月31日沪锌主力1809合约未延续昨日跌势，震荡反弹至21405元/吨，基本回补昨日跌幅。期间沪锌库存连续下降6周至年内最低位对锌价构成有力支撑，加之今日美元指数延续回调，空头获利减仓上行。操作上建议沪锌1809合约可于21000-21600元/吨之间高抛低吸，止损各250元/吨。                                             (责任编辑：DF381)"
"7月31日国内市场金属锌行情下跌","　　一、价格走势 　　7月31日，国内市场金属锌行情下跌，国内现货市场金属锌市场价均价21597.50元/吨，较上一交易日价格下跌1.35%；出厂价均价22234.71元/吨，较上一交易日价格下跌1.29%。 　　7月30日锌(市场)商品指数为125.06，较昨日上升了0.46点，较周期内最高点155.77点(2017-10-09)下降了19.71%，较2015年11月22日最低点72.28点上涨了73.02%。(注：周期指2011-09-01至今)。 　　7月31日锌价下跌。经过锌价震荡调整后，今日锌价下跌。7月30日上海期货市场锌锭库存下跌，7月30日LME市场锌锭库存下降，市场锌锭成交活跃度较差，总体成交量不高，锌需求一般。受人民币汇率影响，进口锌成本上涨，国内锌价或不得不进行相应提升，但需求的疲软难以支撑锌价大幅上涨，预期后市锌价会有小幅震荡上涨。 　　相关的上市公司：中金岭南(000060)、驰宏锌锗(600491)。                                            (责任编辑：DF314)"
"7月31日上海华通锌锭价格下跌","　　7月31日上海华通有色金属现货市场锌锭报价下跌，目前0#锌报21500-21600元/吨，均价21550元/吨，与上一交易日价格下跌290元/吨；1#锌锭报价21350-21450元/吨，均价21400元/吨，与上一交易日价格下跌290元/吨。以上价格为含税价。实单以协商为准。                                            (责任编辑：DF314)"
"7月31日国内废锌市场报价行情","　　7月31日，山东地区废锌市场报价暂稳，其中杂锌(生活锌)报价9950-10150元/吨，报价维稳；锌合金锭(化油器)报价13900-14100元/吨，报价维稳。 　　7月31日，河北地区废锌市场报价暂稳，其中杂锌(生活锌)报价10000-10200元/吨，报价维稳。 　　7月31日，天津地区废锌市场报价下跌，其中破碎锌(85-86%)报价16300-16500元/吨，报价下跌250元/吨；锌合金(3#料)报价22700-22900元/吨，报价下跌300元/吨；锌合金(5#旧料)报价20150-20350元/吨，报价下跌250元/吨。 　　7月31日，江苏地区废锌市场报价下跌，其中破碎锌(85-86%)报价16250-16450元/吨，报价下跌250元/吨；锌合金(3#料>95%)报价22600-22800元/吨，报价下跌300元/吨；锌合金(5#旧料>95%)报价20200-20300元/吨，报价下跌250元/吨。 　　7月31日，浙江地区废锌市场报价下跌，其中破碎锌(85-86%)报价16200-16400元/吨，报价下跌250元/吨；锌合金(3#料)报价22650-22850元/吨，报价下跌300元/吨；锌合金(5#旧料)报价20100-20300元/吨，报价下跌250元/吨。 　　7月31日，清远地区废锌市场报价下跌，其中破碎锌(85-86%)报价16300-16500元/吨，报价下跌250元/吨；锌合金3#料报价22700-22900元/吨，报价下跌300元/吨；锌合金(5#旧料)报价20150-20350元/吨，报价下跌250元/吨。                                            (责任编辑：DF314)"
"7月31日锌精矿价格行情下跌","　　7月31日，湖南地区锌精矿报价下跌，锌精矿(50%)报价16600-16800元/吨，较上一交易日报价下跌230元/吨。 　　7月31日，广西地区锌精矿报价下跌，锌精矿(50%)报价16600-16800元/吨，较上一交易日报价下跌230元/吨。 　　7月31日，云南地区锌精矿报价下跌，锌精矿(50%)报价16600-16800元/吨，较上一交易日报价下跌230元/吨。 　　7月31日，河南地区锌精矿报价下跌，锌精矿(50%)报价16620-16820元/吨，较上一交易日报价下跌230元/吨。                                            (责任编辑：DF314)"
"上海金属网金属价格指数（7月31日）","指数SHMETX22,427.02涨跌-18.29涨幅度-0.08%铜对当月卖盘 c100基准价(元/吨)铜 49700铝 14370铅 18710锌 21490镍 112700指数说明更新日期：7-31　                                            (责任编辑：DF386)"
"天津有色金属(铜铝铅锌锡镍)7月31日市场行情","　　品名材质价格区间单位涨跌产地/牌号发布日期备注1#铜1#49700-49700元/吨-100云铜7月31日含税A00铝AOO14,350-14,350元/吨90山东7月31日含税1#铅1#18,700-18,700元/吨-200保定7月31日含税0#锌0#21,450-21,450元/吨-300凌海白银7月31日含税1#锡1# 146,750-147,250元/吨250云锡7月31日含税1#镍1#112,900-112,900元/吨0金川7月31日含税                                             (责任编辑：DF385)"
"7月31日上海物贸有色锌锭报价下跌","　　7月31日上海物贸有色金属交易市场锌报价下跌，0#锌报价报21450-21550元/吨，均价21500元/吨，较上一交易日价格下跌280元/吨；1#锌锭报价21370-21470元/吨，均价21420元/吨，较上一交易日价格下跌280元/吨。以上价格为含税价。实单详谈为准。                                            (责任编辑：DF078)"
"伦敦期锌价格周二下跌 恐录得2011年来最差月度表现","　　墨尔本7月31日消息，伦敦金属交易所(LME)三个月期锌价格周二连续第二日下跌，受美元走强打压，且此前中国制造业增长连续第二个月放缓。　　锌价7月以来已下跌11%，料创2011年9月以来最大月度跌幅，因担心供应过剩可能损及需求。　　LME三个月期锌跌0.7%至每吨2,539美元。　　上海期货交易所主力期锌1809合约下挫0.96%至每吨21090元。　　中国7月官方制造业采购经理人指数(PMI)降至51.2， 略低于调查预估中值51.3，且为五个月低点，不过该指数依然连续24个月处于扩张区间。　　伦敦金属交易所(LME)三个月期铜下挫0.3%至每吨6231.50美元，尽管智利有可能出现大规模罢工。伦铜本月或下跌5.7%，为2016年8月以来最大单月跌幅。　　沪铜主力1809合约下滑0.32%至每吨49780元。　　必和必拓旗下智利埃斯孔迪达(Escondida)铜矿工会领袖周一表示，工会料将拒绝该矿企提出的最终版本薪资合约，增加了举行罢工的可能性。该矿是全球最大的铜矿。　　智利国家铜业公司(Codelco)旗下Chuquicamata铜矿工会领袖称，该矿工人周一举行罢工。Codelco批评此举“非法”。　                                            (责任编辑：DF386)"
"临近月底消费疲弱 锌出多接少成交偏淡","　　南储华东0#锌锭21500元，跌290；1#锌锭21400元，跌290。上海市场，炼厂惜售不出。早市商家询价为主，报价较为迟缓。后部分贸易商挺价试水，除长单需求相应外，市场反应平淡。定价后贸易商出货为主，长单需求快速完结后，市场交投陷入僵持。上周末部分进口直接到货下游，导致下游采购积极性减弱。听闻本周末会有进口货源陆续到货，贸易商受进口预期影响调价出货，但有价无市成交与昨日基本持平。0#秦锌、豫光、麒麟等对1808报升水110至150元；双燕升130至150元；进口报升水80至100元，国产锌成交在21430至21580元/吨。　　南储华南0#锌锭(高价)报21460元，跌320；1#锌锭报21390元，跌320。升贴水报价(对次月)：升370，跌10。广东市场，月底下游消费较淡，仅维持少量刚需，中间商也以少采补长单为主，到货增加影响市场信心，月差变化频繁也加重观望情绪，部分商家再次转回对当月报价，市场出货积极接货谨慎需求有限，出货不畅升水报价一路下调，整体成交平淡。0#蒙自、麒麟、慈山、铁峰等主流报对1809升340至400元，进口YP报1808升70至80元左右，国产锌成交在21430至21540元/吨左右。　                                            (责任编辑：DF386)"
"7月31日驰宏锌锗牌铅锭价格","　　7月31日1#驰宏锌锗牌铅锭报价17930元/吨，较上日下跌200元/吨。                                            (责任编辑：DF358)"
"沪锌现货市场交投氛围清淡  成交一般","　　上海0#锌主流成交21460-21600元/吨，0#普通对1808合约报升水120-130元/吨，双燕对8月报升水140-150元/吨。1#主流成交于21350-21500元/吨。沪锌1808合约探低返升，早市收于21650元/吨。日内炼厂正常出货，早市市场交投氛围偏淡，因淡季下游消费疲弱，市场报价自升水150元/吨左右迅速调整至升水120元/吨左右，然整体成交无明显改善，部分贸易商离市观望，整体成交一般，成交货量不及昨日。 0#品牌成交区间1808双燕、驰宏、东岭21480-21600升水140-150秦锌、久隆、豫光、麒麟21460-21580升水120-130铜冠、天鹿21420-21550升水80-90KZ、SMC21420-21550升水80-90                                            (责任编辑：DF386)"
"铝锌铅镍：震荡反弹","　　一、走势回顾 　　上海期铝价格小幅上涨。主力9月合约，以14415元/吨收盘，上涨45元，涨幅为0.31%。成交164014手，持仓量减少5930手至263816手。 　　上海期锌价格下跌。主力9月合约，以20940元/吨收盘，下跌415元，跌幅为1.94%。成交404162手，持仓量增加5370手至240504手。 　　上海期铅价格出现一定幅度下跌。主力9月合约，以18435元/吨收盘，下跌400元，跌幅为2.12%。成交89584手，持仓量增加3966手至65498手。 　　上海期镍价格小幅下跌。主力9月合约，以111680元/吨收盘，下跌280元，跌幅为0.25%。成交515816手，持仓量减少9076手至256934手。 　　二、现货价格 　　A00铝 14280 120 　　铅 18950 -250 　　0#锌 22320 90 　　镍 112900 150 　　三、综合资讯 　　1、美国6月成屋签约销售指数环比 0.9%，预期 0.2%，前值 -0.5%。美国6月成屋签约销售指数同比 -4%，前值 -2.8%。 　　2、瑞银：由于今年的矿石供应激增，锌市的困境正在加剧。如果宏观因素继续抑制金属需求，锌矿公司可能需要削减产量，以重新平衡市场，使价格获得支撑。 　　四、操作建议 　　隔夜有色金属整体不同程度反弹，沪铝多单持有，其它短线为主。 　　期市有风险，以上建议为分析师个人观点，操作应谨慎参考！                                            (责任编辑：DF318)"
"清远地区废锌市场报价（7月31日）","　　品名材质价格区间单位涨跌产地/牌号发布日期备注　　破碎锌(85-86%) - 16300-16500 元/吨 -250广东清远 07-31 不含税　　锌合金3#料 - 22700-22900 元/吨 -300广东清远 07-31 不含税　　锌合金(5#旧料) - 20150-20350 元/吨 -250广东清远 07-31 不含税                                            (责任编辑：DF386)"
"7月31日天津锌现货：津地升水较为稳定 下游整体采买货量较少","　　天津市场0#锌锭主流成交于21610-22070元/吨，0#普通品牌主流成交于21610-21710元/吨，对沪锌1808合约升水270-300元/吨附近，升水与昨日持平，津市较沪市升水160元/吨附近，价差较昨日扩大了10元/吨左右。日内炼厂出货正常，贸易商以出货为主，盘初锌价走低促使部分下游拿货，然因订单较少，部分企业存在暂时关闭部分生产线的情况，使得总体采买货量较少，整体市场成交仅稍好于昨日。0#紫金，红烨，百灵，秦锌，驰宏等成交于21610-21710元/吨附近，1#紫金、驰宏，红烨，西矿等成交21560-21660元/吨。                                            (责任编辑：DF064)"
"锌1809：空单持有","　　1、伦敦7月18日消息，世界金属统计局(WBMS)周三公布的报告显示，2018年1-5月全球锌市供应过剩19万吨，而2017年全年为短缺48.6万吨。5月全球锌消费量为90.66万吨，产量为107.43万吨。1-5月全球锌库存为8.14万吨。偏空 　　2、基差：现货21800，基差+860；偏多。 　　3、库存：7月30日LME锌库存减少1050吨至242050吨，7月30上期所锌库存仓单较上日减少397吨至7880吨：偏多。 　　4、盘面：昨日下跌走势，收20日均线之下，20日均线向下；偏空。 　　5、主力持仓：主力净空头，空增；偏空。 　　6、结论：供应缺口逐渐收窄；ZN1809:空单持有，止损21500。                                            (责任编辑：DF318)"
"锌：新单建议暂时观望","　　沪锌夜盘震荡。近日低库存支撑锌价回升。但从中线看，下半年全球矿山供给趋增逻辑不变，精炼锌产量目前并没有与此前市场的减产预期相匹配，锌价反弹持续性不强。市场对进口锌流入预期增强，且存在不确定性，日内锌价或震荡偏弱运行，新单建议暂时观望。 　　                                            (责任编辑：DF381)"
