"标题","正文"
"侯雅婷：等待USDA出口报告 美棉收跌","　　市场在美国农业部周度出口报告发布前较为谨慎，美棉有所回落。12月合约下跌0.26美分，跌幅为0.29%。美棉市场交投清淡，价格缺乏上行动力。夜盘郑棉维持小幅震荡走势。储备棉成交稳定，现货价格波动不大。仓单方面仍在小幅增加。基本面上整体稳中偏弱。短期郑棉维持震荡观点。操作上建议短线交易为主。                                             (责任编辑：DF318)"
"7月16日粘胶短纤与人棉纱比价指数为102.31","　　7月16日粘胶短纤与人棉纱商品比价指数为102.31，较昨日下降了0.37点，较周期内最高点110.80点(2017-10-18)下降了7.66%，较2016年01月11日最低点94.21点上涨了8.60%。(注：周期指2015-01-01至今)                                            (责任编辑：DF318)"
"政策调控市场 棉价回归理性","　　 要点提示： 　　1、USDA报告利好，减产预期支撑棉价 　　2、轮出新政出台，国储棉竞拍大幅降温 　　3、棉花、棉纱进口环比增加，滑准税配额首次增发 　　4、下游进入行业淡季，纺织品服装出口环比回升 　　市场展望与投资策略： 　　国际方面，本月USDA如期调增本年度美棉出口，调减下年度全球产量和期末库存，基本面的改善将支撑美棉高位运行。干旱高温天气依然影响美棉生长，目前美棉总体生长优良率大幅低于往年同期。美棉本年度出口销售临近尾声，但装运和下年度新棉销售仍较火热。新年度减产预期和出口销售仍是支撑美棉价的重要因素。 　　6月份，国储轮出限制贸易商参与，政府发放80万吨的棉花滑准税配额，棉花市场供应得到保障。另一方面，棉花进口成本提升，进口受限将利好国内棉花价格。下游纺织服装行业即将进入传统淡季，纱、布产销量开始走弱，预计棉纱价格将继续承压。在供需缺口仍存、国储库存下降的背景下，国内棉花长期看涨的预期仍未改变。目前来看国内供应阶段性充足，下游需求平稳，政策频出以引导棉市稳健运行。短期内棉市暂无方向性驱动，预计将延续调整。                                            (责任编辑：DF318)"
"海关总署：我国纺织品出口同比上升、服装出口同比下降","　　海关总署最新数据显示：6月当月，我国出口纺织纱线、织物及制品106.8亿美元；2018年前6个月，我国出口纺织纱线、织物及制品累计583.3亿美元，累计同比上升10.3%。6月当月，我国出口服装及衣着附件147.9亿美元；2018年前6个月，我国出口服装及衣着附件累计691.9亿美元，累计同比下降2%。　　                                            (责任编辑：DF318)"
"USDA报告(7月)：2018/19年度全球棉花产量、期初与期末库存下调 消费量与出口量上调","　　2018年7月12日，美国农业部发布了全球棉花供需预测月报。对中国棉花消费量自2014/15年度以来的历史数据修正，占据了2018/19年度全球棉花期初库存下调70.8万吨中的大部分。由于中国棉消费量的修正延续至2018/19年度而上调了21.7万吨，全球棉消费量较6月上调34.9万吨。报告同时上调孟加拉国、巴基斯坦、巴西和越南的棉消费量。由于巴西、印度和墨西哥的产量上调大幅抵消了美国、澳大利亚棉产量的下调，全球棉花产量较上月下调6.3万吨。全球棉花出口量较上月上调3.7万吨，尽管巴西和中国棉花贸易量的上调，部分被美棉出口量下调所抵消。全球棉花期末库存预计较上月下调112.8万吨，是由于中国(下调最多，为99.7万吨)与美国棉花库存下调。而印度、巴西的棉花期末库存有所上调。 　　关于美棉数据：2018/19年度，产量、出口量和库存量较上月均下调。由于根据目前条件弃收率会增加，美棉产量预计下调21.8万吨。2017/18年度美棉出口量的上调使得美棉期初库存下调4.3万吨。棉花供应量的下调和其他产棉国棉竞争的增加，导致2018/19年度美棉出口量预计下调10.9万吨。由于美国国内棉消费量未发生变动，预计2018/19年度美棉期末库存为87.1万吨，较上月下调15.2万吨，与修正后的2017/18年度水平相当。棉农获得的年度内平均销售价格中间值预计将达每磅75美分，较上月上调5美分。　　USDA2018年7月全球棉花供求预测(2018/2019年度)单位：万吨总供给总消费 损耗期末库存 期初库存产量进口量国内消费量出口量全球1849.82615.1897.72764.1897.95.91694.8美国87.1402.80.274.0326.62.487.1中亚五国61.6140.90.081.056.20.065.5非洲法朗区57.7115.00.03.0103.60.065.8澳大利亚66.680.60.00.995.80.050.5巴西187.9206.81.778.4117.60.0200.3印度275.0624.932.7548.793.60.0290.2墨西哥16.338.120.241.412.00.720.7中国大陆820.6577.0152.4925.33.30.0621.4欧盟5.434.015.516.131.81.15.9土耳其44.293.678.4161.17.60.047.5巴基斯坦62.7185.150.1233.04.40.760.1印尼13.50.076.276.20.20.013.5泰国3.90.023.522.90.00.73.9孟加拉40.53.0174.2174.20.00.243.1越南25.90.0167.7163.30.00.030.3                                            (责任编辑：DF318)"
"期市收盘：棉花棉纱午后炒作氛围降温 煤炭跌幅居前","摘要            【期市收盘：棉花棉纱午后炒作氛围降温 煤炭跌幅居前】东方财富网13日讯，今日(13日)国内期市收盘涨跌参半，棉花棉纱午后炒作降温，至收盘涨幅不到1%，另外，煤炭跌幅居前，动力煤、焦煤跌超2%，钢材涨幅收窄；原油持续低迷，跌近2%，聚烯烃类飘红。                             　　东方财富网13日讯，今日(13日)国内期市收盘涨跌参半，棉花棉纱午后炒作降温，至收盘涨幅不到1%，另外，煤炭跌幅居前，动力煤、焦煤跌超2%，钢材涨幅收窄；原油持续低迷，跌近2%，聚烯烃类飘红。　　对于今日棉花行情异动，国信期货侯雅婷分析认为系外盘走升提振，隔夜美国月度供需报告利好，美棉强势拉升，12月合约上涨4美分，涨幅为4.51%。　　截至国内收盘，一号棉主力合约涨0.93%，报16800元/吨；棉纱主力合约涨0.48%，报24995元/吨。动力煤主力跌2.24%，报618.6元/吨。　　今日消息面：　　住建部：因地制宜推进棚改货币化安置 不搞一刀切　　唐山欧佩克主席：研究长期计划稳定油价　　美国能源信息局：美明年石油日产量将增至1180万桶　　猪价连涨重回成本线　　10多家钢厂调价涨不停 钢坯价格仍将保持坚挺之势　　唐山首次在非采暖季对钢铁水泥等限产　　对于棉花期货，银河期货13日早间评论称，今郑棉价格大幅反弹，809月涨220至15885,901月涨240至16725,905月涨280至17255，持仓量减少0.8万手至88.8万手；郑纱价格大幅反弹，810月涨345至25010,901月涨355至25550，持仓量略增至0.44万手。　　上游方面，近年来，由于内地籽棉收购价下降，棉农收益减少，导致棉农植棉积极性受挫，内地植棉面积大幅缩减，其中河北地区也难以幸免。据《2018年中国棉花实播面积调查报告》显示，2018年河北省棉花实播面积300.3万亩，较去年减少8.8%。7月中旬已至，正是棉花产量形成关键时期。据了解，自棉花春播以来，河北地区天气整体较好，虽4月下旬播种期间降雨多频次来袭，导致棉花采摘时间或会延迟；但在棉花生长期间，天气晴好为主，棉花长势喜人。目前当地棉花株高平均85厘米/株左史，果枝7-8台/株，花蕾8-10个/株，陆续开花，长势较好的棉株已初见幼铃。　　国际市场上，巴基斯坦：近日，巴基斯坦联邦收入委员会(FBR)对外公布，对进口棉花和纱线征收2%关税，以鼓励使用本国棉花，并节省外汇储备。这项措施从7月15日起生效。同时，该委员会还取消对纺织行业进口基本原材料所征收的附加关税。巴基斯坦媒体报道称，在2017年7月至2018年5月期间巴基斯坦进口棉花外汇支出约9.15亿美元，增幅约为20%。2017/18财年巴基斯坦的棉花产量同比增长11.8%，达到1193.5万包。2016/17财年棉花产量1067.1万包。　　美国方面，近日，美国中南部和东南部棉区高温接近历叱最高记录，且频繁降雨，高温高湿天气对新棉生长非常有利。市场关注的核心问题仍是得州天气。目前得州南部6月初遭遇热浪，最终在7月初酝酿出一场大范围持续降雨，累计雨量达到25-1150毫米。本周得州南部降雨仍在继续，旱地田新棉生长已大大加快，但具体能恢复多少还需观察。得州高原地区近日有分散性降雨，局地有暴风雨，整个地区降雨极不均匀，近期将维持这种状况。从目前情况看，得州旱地田已有相当一部分彻底弃收，最新生产报告显示，长势为差或最差的比例从36%上升到42%。据此判断，美国农业部可能在7月预测中上调得州棉花弃收比例。　　最后，银河期货分析师展望称，7月11日储备棉出库销售3万吨，实际成交1.63万吨，成交率54.34%，成交均价14709(-51)元/吨，折3128价格15946元/吨。地产棉成交5479吨，成交率29.23%，成交均价14195(-139)元/吨，平均加价215元/吨；新疆棉成交10827吨，成交率96.14%，成交均价14969(-133)元/吨，平均加价585元/吨。第十八周(7月9-14日)储备棉轮出标准级销售底价15485元/吨，较上周下跌22元/吨。7月12日储备棉轮出两节共挂拍3万吨，其中新疆棉0.97万吨。6月整体来新疆天气不错，是较利于棉花生长的，7、8月将进入影响棉花产量形成关键时期，后期需持续关注新疆天气因素。6月底全国棉花商业库存总量约225.74万吨，同比增加130多万吨，此外增加80万吨滑准税配额，且目前储备棉在大量供应，因此短期内棉花资源丰富，此外45万吨的仓单对市场也形成较大压力。期货大跌之后市场大量现货点价销售，短期内棉花现货供应增加，进而对期现货压力大。据消息称国家将于7月16日开始全面检查申领2018年棉花进口滑准税配额企业信息，本次检查计划用2个月左右时间完成，因此配额发放时间推后至少2个多月，将供应预期推后，但由于国内目前储备棉大量供应，因此也不会对整体供应产生太大影响。关注今晚USDA报告。　　热评>>>　　白糖：下跌周期 熊市不言底　　白糖半年报 ： 熊市周期第一年 郑糖供应压力占主导                                            (责任编辑：DF318)"
"荆襄棉事：今年夜蛾发生早 棉花大田快防治","　　6月下旬，笔者在部分集中棉产区下乡技术服务时，发现有些早发的棉田中，棉花叶片的背面，有带着毛茸的卵块，刚孵化出的幼虫群集在一起吃食叶肉，只留下表皮，4龄以上的幼虫转向危害棉花的蕾、幼铃，已致蕾铃脱落。公安县狮子口镇的2万多亩棉田，危害面积已达3000余亩。往年集中危害期在7月中旬至10月上旬，今年的危害期比常年要早半个月左右，要及时动手抓紧防治。 　　有些害虫当气温升高时，对其有抑制作用，而甜菜夜蛾最大的特点是耐高温能力特别强，据农业科研部门定点观察，幼虫在43.7℃的高温下还能存活、危害，可见生命力是非常持久的。 　　甜菜夜蛾是一种杂食性很强的害虫，危害的作物达170余种，在气温高的年份成为主要害虫之一。该虫在长江流域棉区一年可发生5-6代。幼虫体色变化较大，有淡绿、暗绿、灰褐和黑褐色，1-3龄的幼虫多为淡绿色，老熟幼虫体长20~30厘米。幼虫具有假死性，撞落地面后，假装死亡，潜伏一会儿后又可继续爬上植株危害棉花。 　　面临持续的高温天气，甜菜夜蛾可能扩大危害范围，为此，必须及早加强防治。一是农业防治，除有条件的地方可采用夜间灯光诱蛾外，主要是摘除留有卵块的棉叶集中销毁。二是化学防治，可用多种农药喷杀。一可用 0.5%甲维盐·10%虫酰肼750~2000倍液；二可用5%高效氯氰菊酯乳油+50%锌硫磷乳油1000倍液；三可用20%康宽(氯虫苯甲酰胺悬浮剂)每亩7~13毫升，兑清水45公斤，或用35%氯虫苯甲酰胺水分散粒剂17500~25000倍液。对3龄之前的幼虫，可用40.7%的毒死蜱2000倍液，或者50%杀螟硫磷1000倍液。                                            (责任编辑：DF318)"
"棉农分会：7月以来新疆棉花长势良好","　　2018年7月以来，新疆棉农开始对棉花打顶，预计7月15日左右完成，棉花长势好于去年同期。目前，大部分棉花株高60cm-75cm左右，平均株高在70cm；果枝6-8台/株及以上，结铃2-3个/株，早播棉花果枝8-10台/株，结铃3-4个/株。 　　近期，受炎热干旱天气影响，部分棉田虫害严重，以蚜虫居多。棉农当前的主要工作是防灾防虫，水肥管理，以及打顶后的化控促进花芽分化；最关心的是如何提升田间管理各项技术让棉花营养生长，降低人工成本，增产增收。                                            (责任编辑：DF318)"
"12日棉纱市场期货操盘策略","　　昨日夜盘郑纱主连小幅上涨150点，涨幅0.61%；现货方面纯棉纱市场走货较为清淡，短期内持平稳态势，低价纱占交易主流，常规纱线小批量成交，大多数纺企报价维持稳定，个别厂家小幅微调，高档纱报价坚挺，新疆纱较内地纱价格优势仍较明显，预计市场行情持稳为主。                                            (责任编辑：DF318)"
"棉花公证检验量528.61万吨（截止到2018年7月10日24点）","　　截止到2018年7月10日24点，2017棉花年度全国共有1030家棉花加工企业按照棉花质量检验体制改革方案的要求加工棉花并进行公证检验，检验量达到23370273包，528.6145万吨，其中新疆796家，检验量达22106187包，500.1769万吨；内地234家加工企业，公证检验达1264086包，28.4375万吨。                                            (责任编辑：DF318)"
"新疆乌苏市周密安排部署2018年度棉花收购工作","　　近日，新疆乌苏市在市政大楼六楼会议室召开2018年棉花收购安排部署工作会议。市发改委、农业局、环保局、市场监督管理局等部门负责同志参加了会议。 　　会议指出，棉花收购关系到农民群众的切身利益，做好棉花收购工作是落实党的十九大精神，落实乡村振兴战略，实现农村增力、农业增效、农民增收的目标任务，从根本上解决棉花供需矛盾，让棉农有地方卖棉，放心卖棉。 　　会议要求，市直相关部门要靠前工作对全市有资质的棉花收购企业进行全面核查，确保各企业在环保、消防、安全生产等方面符合收购要求，不符合要求的棉花收购企业决不允许开展收购工作；各相关部门要全力配合，成立联合执法组，在棉花收购期间做好督导检查工作，确保棉花收购企业正常收棉，保障棉农根本利益。                                            (责任编辑：DF318)"
"巴州纺织业增长势头强劲","　　今年以来，巴州纺织业继续保持强劲增长的势头。1月至5月，巴州纺织业实现增加值4.19亿元，同比增长30%，拉动规模以上工业增加值增长0.64个百分点。截至5月，巴州生产纱20.16万吨，同比增长34.8%；生产布341万米，同比增长15.2%。                                            (责任编辑：DF318)"
