"标题","正文"
"8月1日福建地区氟化铝价格暂稳","　　福建地区氟化铝价格暂稳，主流报价在11500元/吨左右，价格呈现上升状态。近期接单尚可，货源紧张，后期仍有调价计划。 　　                                            (责任编辑：DF381)"
"8月1日各地区铝锭市场价格一览","　　8月1日各地区铝锭市场价格一览：(单位：元/吨) 地区成交价区间市场均价较上日涨跌上海14340-1438014360-20无锡14330-1437014350-30杭州14340-1438014360-30佛山14510-1455014530-20沈阳14310-14350143300天津14330-1437014350-20巩义14200-1424014220-40临沂14310-1435014330-40重庆14390-1443014410-30                                            (责任编辑：DF314)"
"8月1日郑州天瑞氟化铝价格暂稳","　　郑州天瑞晶粒科技有限公司氟化铝价格暂稳，出厂报价11000元/吨。                                            (责任编辑：DF381)"
"8月1日焦作民利氟化铝价格暂稳","　　焦作市民利实业有限公司氟化铝出厂报价暂稳，出厂价为11000元/吨，实际成交价可商议。库存压力小，正常出货。                                            (责任编辑：DF052)"
"期货走势趋稳 铝现货升水维持","　　今日南储华南铝锭报价14460-14560元，均价14510元，跌30。期货走势趋稳，现货升水维持，早盘刚需采购为主，成交尚可，其后接货需求转弱，成交价由14530元下跌至14510元，较南储华南均价升水+0~+20元。 　　今日南储华东铝锭报价14330-14370元，均价14350元，跌30。长江：14320-14360,14340跌30。持货商出货力度维稳，市场接多出少，持货商略显挺价，下游仍然按需采购，总体成交较好。成交价在14350元~14360元，较南储华东均价升水0~10元。                                            (责任编辑：DF385)"
"8月1日东营金茂铝业二氯甲烷价格上调","　　东营金茂铝业二氯甲烷价格上调30元/吨，出厂报价3750元/吨，厂内8万吨/年甲烷氯化物装置开车维持满负荷。预计后期有调价计划。                                            (责任编辑：DF120)"
"铝锌铅：震荡反弹","　　一、走势回顾 　　上海期铝价格小幅上涨。主力9月合约，以14540元/吨收盘，上涨125元，涨幅为0.87%。成交189154手，持仓量增加2192手至266008手。 　　上海期锌价格小幅上涨。主力9月合约，以21405元/吨收盘，上涨110元，涨幅为0.52%。成交355164手，持仓量减少33102手至207402手。 　　上海期铅价格小幅下跌。主力9月合约，以18490元/吨收盘，下跌65元，跌幅为0.35%。成交52368手，持仓量增加1586手至67084手。 　　上海期镍价格小幅上涨。主力9月合约，以113010元/吨收盘，上涨530元，涨幅为0.47%。成交451408手，持仓量减少14112手至242822手。　　二、现货价格　　A00铝 14370 90 　　0#锌 22040 -280 　　铅 18750 -200 　　镍 112900 0　　三、综合资讯 　　1、美国6月个人收入环比 0.4%，预期 0.4%，前值 0.4%。美国6月个人消费支出(PCE)环比 0.4%，预期 0.4%，前值 0.2%修正为 0.5%。美国6月实际个人消费支出(PCE)环比 0.3%，预期 0.4%，前值 0%修正为 0.3%。 　　美国6月PCE物价指数环比 0.1%，预期 0.1%，前值 0.2%。美国6月PCE物价指数同比 2.2%，预期 2.3%，前值 2.3%修正为 2.2%。美国6月核心PCE物价指数环比 0.1%，预期 0.1%，前值 0.2%。美国6月核心PCE物价指数同比 1.9%，预期 2%，前值 2%修正为 1.9%。 　　2、欧元区二季度GDP季环比初值 0.3%，创2016年三季度来最低增速，预期 0.4%，前值 0.4%。欧元区二季度GDP同比初值 2.1%，预期 2.2%，前值 2.5%。 　　欧元区7月调和CPI同比 2.1%，预期 2%，前值 2%。欧元区7月核心调和CPI同比初值 1.1%，预期 1%，前值 0.9%。 　　欧元区6月失业率 8.3%，预期 8.3%，前值由 8.4%修正为 8.3%。 　　3、坚持实施积极的财政政策和稳健的货币政策。财政政策要在扩大内需等发挥更大作用。要把好货币供给总闸门，保持流动性合理充裕。加大基础设施领域补短板的力度，降低企业成本。坚定做好去杠杆工作，把握好力度和节奏；下决心解决好房地产市场问题，坚决遏制房价上涨，加快建立促进房地产市场平稳健康发展长效机制。　　四、操作建议　　 　　隔夜有色金属整体不同程度反弹，沪铅偏弱震荡，铝锌镍低多持有。                                            (责任编辑：DF318)"
"华东铝：现货贴水进一步缩窄 贸易商之间的僵持初显","　　期铝当月震荡下行。上海成交集中14350~14360元/吨，对当月贴水70~50元/吨，无锡成交集中14350~14360元/吨，杭州成交集中14350~14360元/吨。持货商出货力度维持稳定，贸易商接货意愿保持活跃，现货贴水收窄，但双方关于价格的僵持度提升，意味着现货贴水在换月流程前进一步缩窄的难度增大，下游企业采购量较稳定，整体成交较活跃。                                            (责任编辑：DF350)"
"铝今日观点 近期走势有望偏强","　　昨日LME铝上涨0.02%，至2078.00美元/吨，沪铝指数上涨0.86%，收于14583元/吨，夜盘回调至14559元/吨。LME铝现货贴水19美元/吨，前一交易日为贴水16.50美元/吨，昨日长江有色均价较沪铝指数结算价贴水266元，前一日贴水178元，现货贴水幅度有所扩大。7月30日LME铝锭库存减少1775吨至1198250吨。7月30日，国内铝锭社会库存合计169.7万吨，较周一减少2.4万吨。工信部发布对电解铝钢铁行业实行错峰生产通知，政策去产能预期仍在升温。环保整治趋紧，铝土矿供给趋紧，氧化铝厂商利润受损实行弹性生产，河南氧化铝均价目前持稳至3005元/吨，电解铝成本支撑继续加强，部分高成本铝企面临亏损境地开始减产；国内外铝锭库存继续延续下降趋势，对铝价形成支提振，从市场走势看，14000元/吨成本附近对盘面有较强支撑作用，近期走势有望偏强，密切关注三季度新增产能投放情况。 　　                                            (责任编辑：DF386)"
"铝价站上14500或将偏强震荡 建议暂时观望","　　基本面上，山西、河南铝土矿紧张，两地氧化铝厂预期减产造成氧化铝价格企稳回升，进而支撑铝价，同时自备电厂政策出台预期提振铝锭成本带来利多。另一方面，铝锭去库存放缓，7月30日SMM最新铝锭库存178万吨。政策利多消化后，铝价站上14500或将偏强震荡，建议暂时观望。                                            (责任编辑：DF381)"
"沪铝短期做多仍具安全边际","摘要            分析人士表示，成本端氧化铝价大幅上涨、环保持续加码以及货币政策转松迹象等，均对沪铝期价构成利多。此外，此前铝价已跌破成本线，铝企大幅亏损，部分选择延迟项目投产或弹性生产，因此，短期做多沪铝期价仍具备安全边际。                             　　 自上周一沪铝期货破位上行之后，多头情绪逐渐高涨，主力1809合约昨日一度上摸14575元/吨，创下逾一年半新高。分析人士表示，成本端氧化铝价大幅上涨、环保持续加码以及货币政策转松迹象等，均对沪铝期价构成利多。此外，此前铝价已跌破成本线，铝企大幅亏损，部分选择延迟项目投产或弹性生产，因此，短期做多沪铝期价仍具备安全边际。　　成本端有效支撑　　周二，沪铝期货继续爬坡上行，主力1809合约盘终收报14540元/吨，涨125元或0.87%，成交量增25140手至18.9万手，持仓量增2192手至26.6万手。　　华泰期货分析师李苏横、徐闻宇表示，全球最大的氧化铝精炼厂海德鲁环保尚未达标，氧化铝厂恢复或将继续推迟，国外氧化铝价持续走高，进一步导致内外氧化铝供需面强弱分化，国内氧化铝出口窗口开启。此外，环保整治导致国内本已趋紧的铝土矿更加紧张，氧化铝亏损实行弹性生产。两者支撑氧化铝价大幅上涨。　　此外，6月底国务院发布《关于印发打赢蓝天保卫战三年行动计划》的通知，将京津冀及周边地区、长三角地区、汾渭平原等列为重点区域。　　李苏横、徐闻宇表示，若该计划最终能够落实，最终将影响到全国72%的氧化铝产能以及31%的电解铝产能。叠加3月底自备电厂整治方案征求意见稿对电解铝供电的制约以及成本端的支撑，国内局部地区电解铝厂也在考虑弹性生产。 　　此外，兴业期货分析师贾舒畅表示，近期央行货币政策出现转松迹象，预计流动性将维持偏宽松状态，将利多有色金属。　　短期仍有上涨空间　　除成本端支撑外，从供需基本面来看，供应方面，据国际铝业协会(IAI)数据显示，全球6月电解铝产量532.1万吨，同比减少2.9%。中国地区电解铝产量同比减少6.2%至303万吨。贾舒畅表示，一方面，铝价已触及成本线，因利润受挤压，部分铝企选择延迟项目投产或弹性生产。另一方面，考虑到于11日中国生态环境部就印发《2018-2019年蓝天保卫战重点区域强化督查方案》启动强化督查，以及四部委联合督查明确只要电解铝行业涉嫌违法违规新增产能建设项目冒头就打的决心，预计今年环保持续加码将导致电解铝复产及投产不及预期。　　需求方面，铝板带箔等加工企业开工率继续下滑，下游需求进入季节性淡季，订单量下滑。　　库存方面，据SMM，截至7月30日，国内电解铝消费地库存(含SHFE仓单)合计178万吨，较上周四减少1.5万吨，到货量环比回落。　　在此背景下，贾舒畅认为，国内铝土矿供应因环保整治持续收紧，一方面其价格上涨导致氧化铝成本增加，另一方面原料供应不足导致氧化铝生产受限，氧化铝量减价升抬高了电解铝生产成本，因此沪铝存在做多的安全边际。此外，国常会表示支持扩内需调结构促进实体经济发展，国内宏观转向基本确定，基建及房地产将有所改善并带动铝消费。预计后市沪铝期价仍有上涨空间，建议多单继续持有。                                            (责任编辑：DF380)"
"银河期货：31日铝价格短节奏压力14500 反弹不能持续 可以轻仓空","　　7月30日，上海有色金属网统计的国内电解铝消费地库存数据显示，上海地区为41.5万吨，无锡地区76.1万吨，巩义地区16.2万吨，南海地区22.9万吨，天津地区5.3万吨，杭州地区11万吨，重庆2.2万吨，临沂2.8万吨，消费地铝锭库存合计178万吨，相比上周四减少1.5万吨。电解铝库存持续下跌和出口增长有关。海关数据显示，6月氧化铝出口量为11.8万吨，创2002年以来新高。5-6月氧化铝总出口量为20.8万吨。 　　操作建议：沪铝主力1809合约震荡反弹，尾市收于14540，操作上，14000支撑下反弹，14500是反弹压力， 14500附近可以再次抛空。反弹不能持续。                                            (责任编辑：DF358)"
