"标题","正文"
"8月1日中储粮东莞油脂公司棕榈油价格下调","　　8月1日，中央储备粮油脂工业东莞有限公司棕榈油出厂价格4740元/吨。产地：马拉西亚；规格：24°，价格与7月31日下调110元/吨。                                            (责任编辑：DF358)"
"BMD毛棕榈油期货小跌,因预期产量和库存增加","　　据外电8月1日消息，马来西亚BMD毛棕榈油期货周三小幅下跌，位于区间内交投，因未来几个月产量和库存增加的预期令市场承压。 　　基准10月棕榈油合约午盘小跌0.1%，至每吨2,193马币。之前两个交易日为上涨。半日成交量为14,203手，一手为25吨。 　　吉隆坡一交易商表示，“今日市场似乎保持淡静，但倾向于下档，因年末库存和产量正在攀升。任何利多的消息只是暂时的。” 　　作为全球第二大棕榈油生产国，马来西亚棕榈油库存于2015年11月攀升至近十年最高水平的290万吨。 　　此外，检验机构AmSpecAgri周二公布的数据显示，马来西亚7月1-31日棕榈油出口料为1,030,909吨，较6月1-30日的1,073,224吨减少3.9%。 　　在其他相关的植物油市场上，CBOT12月豆油合约下滑0.6%，大商所9月豆油合约下滑0.2%。大商所9月棕榈油合约下跌0.2%。 　　棕榈油价格受其他食用油价格影响，因它们共同在全球植物油市场中竞争份额。 　　对两个行业组织和一国有棕榈油研究公司的调查中值显示，印尼6月棕榈油出口和产量预计均较上个月减少。印尼是全球最大的棕榈油生产国。 　　调查显示，印尼6月棕榈油出口为248万吨，低于5月的260万吨。 　　上个月产量料降至约345万吨，低于5月的375万吨。 　　一技术分析师周三称，BMD棕榈油期货在2,187-2,218马币区间呈中性，若能脱离此区间，则价格走势将明朗。                                            (责任编辑：DF318)"
"调查:印尼6月棕榈油产量和出口料双双回落","　　据外电7月31日消息，对两个行业组织和一国有棕榈油研究公司的调查中值显示，印尼6月棕榈油出口和产量预计均较上个月减少。印尼是全球最大的棕榈油生产国。 　　调查显示，印尼6月棕榈油出口为248万吨，低于5月的260万吨。 　　上个月产量料降至约345万吨，低于5月的375万吨。 　　与之相反，印尼棕榈油协会(GAPKI)报告称，6月棕榈油和棕榈仁油出口为229万吨，较上个月增加7%。 　　此外，国内6月棕榈油使用星料为994,550吨，略高于上个月。 　　调查显示，到6月底，棕榈油库存预计为434万吨，高于上个月的368万吨。 　　以下为预估详情，单位为百万吨： 月份产量出口库存GAPKI棕榈油及棕榈油出口6月3.4522.4774.3352.295月3.7512.6003.6752.144月3.6502.6503.5502.223月3.3352.5003.5282.402月3.4902.4803.5302.371月3.5862.7373.7012.74                                            (责任编辑：DF318)"
"8月1日江西省24度棕榈油报价基本平稳","　　8月1日，周三，马来西亚BMD毛棕榈油期货周二微幅走高，自日内稍早触及的一周低位反弹，受美国豆油期货上涨及马币疲软支撑。连棕夜盘整理，今日维持整理态势。现货报价如下：　　九江中粮18度棕榈油精炼的出厂报价为5110元/吨，和31日的报价持平，7月31日无现货成交。24度棕榈油精炼的出厂报价为5090元/吨，和31日的报价持平，7月31日无现货成交。33度棕榈油精炼的出厂报价为5050元/吨，和31日的报价持平，7月31日无现货成交                                            (责任编辑：DF358)"
"8月1日广西省24度棕榈油报价基本平稳","　　8月1日，周三，马来西亚BMD毛棕榈油期货周二微幅走高，自日内稍早触及的一周低位反弹，受美国豆油期货上涨及马币疲软支撑。连棕夜盘整理，今日维持整理态势。现货报价如下：　　防城大海10度棕榈油调和的出厂报价为5200元/吨，和31日的报价持平，7月31日无现货成交。16度棕榈油调和油的出厂报价为4900元/吨，和31日的报价持平，7月31日无现货成交。24度棕榈油分提的出厂报价为4800元/吨，和31日的报价持平，7月31日无现货成交。                                            (责任编辑：DF386)"
"8月1日江苏省24度棕榈油报价基本平稳","　　张家港24度棕榈油进口(液)的分销报价为4740元/吨，和31日的报价持平，7月31日无现货成交。                                            (责任编辑：DF381)"
"8月1日天津市24度棕榈油报价基本平稳","　　8月1日，周三，马来西亚BMD毛棕榈油期货周二微幅走高，自日内稍早触及的一周低位反弹，受美国豆油期货上涨及马币疲软支撑。连棕夜盘整理，今日维持整理态势。现货报价如下：　　天津嘉里24度棕榈油进口(液)的出厂报价为4750元/吨，和30日的报价持平，7月31日无现货成交。33度棕榈油分提的出厂报价为4900元/吨，和30日的报价持平，7月31日无现货成交。                                            (责任编辑：DF318)"
"8月1日广东省24度棕榈油报价基本平稳","　　8月1日，周三，马来西亚BMD毛棕榈油期货周二微幅走高，自日内稍早触及的一周低位反弹，受美国豆油期货上涨及马币疲软支撑。连棕夜盘整理，今日维持整理态势。现货报价如下：　　东莞中储18度棕榈油分提的停报，基差报价对连棕榈油1809+30(4742)元/吨(18年8月)，7月31日无现货成交。24度棕榈油国标的停报，基差报价对连棕榈油1809+50(4762)元/吨(18年8月)24度棕榈油精炼的出厂报价为4860元/吨，和31日相比下跌了20元/吨，7月31日无现货成交。28度棕榈油调和的停报，基差报价对连棕榈油1809-160(4552)元/吨(18年8月)，7月31日无现货成交。                                            (责任编辑：DF318)"
"8月1日云南省28度棕榈油报价基本平稳","　　8月1日，周三，马来西亚BMD毛棕榈油期货周二微幅走高，自日内稍早触及的一周低位反弹，受美国豆油期货上涨及马币疲软支撑。连棕夜盘整理，今日维持整理态势。现货报价如下：　　云南昆明16度棕榈油调和油的出厂报价为5240元/吨，和31日的报价持平，益海；7月31日无现货成交。28度棕榈油SPMF的出厂报价为5080元/吨，和31日相比下跌了20元/吨，益海；7月31日无现货成交。                                            (责任编辑：DF120)"
"8月1日山东省28度棕榈油报价基本平稳","　　8月1日，周三，马来西亚BMD毛棕榈油期货周二微幅走高，自日内稍早触及的一周低位反弹，受美国豆油期货上涨及马币疲软支撑。连棕夜盘整理，今日维持整理态势。现货报价如下： 　　日照黄海18度棕榈油精炼的出厂报价为4970元/吨，和31日相比下跌了10元/吨，7月31日无现货成交。24度棕榈油进口(液)的停报，基差报价对连棕榈油1809+60(4772)元/吨(18年8月)，7月31日无现货成交。28度棕榈油调和的出厂报价为4680元/吨，和31日相比下跌了10元/吨，分提；7月31日无现货成交。                                            (责任编辑：DF120)"
"2018年7月31日天津最新棕榈油价格行情","　　2018年7月31日天津地区棕榈油价格行情：贸易商报价，24度棕榈油4710元/吨。                                            (责任编辑：DF392)"
"2018年7月31日广东东莞棕榈油价格行情","　　2018年7月31日广东东莞地区棕榈油价格行情：东莞中储，24度棕榈油4860元/吨。                                            (责任编辑：DF392)"
"2018年7月31日主要地区棕榈油价格行情","　　天津地区：贸易商报价，24度棕榈油4710元/吨。                                            (责任编辑：DF392)"
"马来西亚棕榈油午评：2018年7月31日棕榈油期货上涨","　　周一上午，马来西亚衍生品交易所(BMD)毛棕榈油期货市场收盘上涨，因为令吉疲软。 　　截至中午，棕榈油期货上涨7令吉到15令吉不等，其中基准10月毛棕榈油期约上涨11令吉，报收2197令吉/吨。上午基准期约的交易区间在2189令吉到2204令吉。 　　截至中午，令吉汇率为1美元兑换4.064令吉。令吉疲软，通常会提振马来西亚棕榈油出口竞争力。 　　中国大商所棕榈油和豆油期货走强，也提振马来西亚棕榈油期货市场人气。 　　马来西亚棕榈油出口改善，也对盘面具有支持意义。                                            (责任编辑：DF392)"
"7月31日福建省24度棕榈油报价基本平稳","　　7月31日，周二，马来西亚棕榈油期货周一上升，马币疲弱以及原油价格支撑棕榈油在过去四个交易中第三度攀升。不过对产量将增加的预期限制了棕榈油涨幅，7月棕榈油产量将季节性增加。连棕夜盘整理，目前呈现区间运行的走势，受到马棕区间整理的影响。今日报价如下： 　　厦门港24度棕榈油进口(液)的分销报价为4770元/吨，和30日的报价持平，7月30日无现货成交。                                            (责任编辑：DF120)"
"7月31日广西省24度棕榈油报价基本平稳","　　7月31日，周二，马来西亚棕榈油期货周一上升，马币疲弱以及原油价格支撑棕榈油在过去四个交易中第三度攀升。不过对产量将增加的预期限制了棕榈油涨幅，7月棕榈油产量将季节性增加。连棕夜盘整理，目前呈现区间运行的走势，受到马棕区间整理的影响。今日报价如下：　　防城大海10度棕榈油调和的出厂报价为5200元/吨，和30日的报价持平，7月30日无现货成交。16度棕榈油调和油的出厂报价为4900元/吨，和30日的报价持平，7月30日现货成交价为4900元/吨，无成交。24度棕榈油分提的出厂报价为4800元/吨，和30日的报价持平，7月30日无现货成交。                                            (责任编辑：DF120)"
"BMD毛棕榈油期货下跌,因豆油期货走软且出口疲弱","　　据外电7月31日消息，马来西亚BMD毛棕榈油期货周二早盘下滑，尾随隔夜美国豆油期货疲势，且一船运机构的数据显示出口疲软。 　　基准10月棕榈油合约午盘下跌0.5%，报每吨2,181马币。 　　今年迄今为止，棕榈油期价已回落6.2%，本月料录得11月以来最大单月跌幅。半日成交星为16,415手，一手为25吨。 　　吉隆坡一期货交易商表示，“隔夜豆油期货下滑导致棕榈油今日开盘下行。”他并称，在另外一家船运调查机构公布7月出口数据前，市场保持谨慎。 　　检验机构AmSpecAgri周二公布的数据显示，马来西亚7月1-25日棕榈油出口料为1,030,909吨，较6月1-30日的1,073224吨减少3.9%。 　　船运调查机构SGS定于北京时间15:00以后公布7月出口数据。 　　在其他相关的植物油市场上，CBOT12月豆油合约周一下滑0.6%，但周二小升0.1%。 　　大连商品交易所9月豆油合约上涨0.4%，大商所9月棕榈油合约持平。 　　棕榈油价格受其他食用油价格影响，因它们共同在全球植物油市场中竞争份额。 　　一技术分析师周二称，BMD棕榈油期货倾向于跌至2,149马币支撑位，因其上攻2,218马币阻力位未果。                                            (责任编辑：DF318)"
"马棕出口下降 棕榈反弹放缓","　　外盘走势：马来西亚棕榈油期货周一上升，马币疲弱以及原油价格支撑棕榈油在过去四个交易中第三度攀升。交易商称，不过对产量将增加的预期限制了棕榈油涨幅。马来西亚10月棕榈油期货涨0.3%至每吨2,192马币。成交量报34,693手。 　　国内走势：棕榈油1901合约微幅收跌，开盘4850元/吨，收盘4842元/吨，下跌0.08%，持仓量增加20516至397238手。 　　消息方面： 　　1、国内棕榈油到船周度统计：第30周，棕榈油新增3船棕榈油(3.6万吨)，船期为9- 11月。 　　2、检验机构AmSpecAgri公布的数据显示，马来西亚7月棕榈油出口料为103.1万吨，较6月1-30日的107.3万吨减少3.9%。 　　现货方面：天津地区：贸易商报价，24度棕榈油4720元/吨。张家港地区报价4720元/吨，广州地区报价24度棕榈油4690元/吨，东莞地区24度棕榈油报价4740元/吨。 　　观点总结：由于到港量不及预期，短期国内棕榈油库存小幅度下降，不过近期进口利润转好，买船增加，后期库存下降空间有限；进入7月份，棕榈油主产国生产有望加快，加之出口数据出现环比下滑迹象，库存积累风较大，棕榈油基本面偏弱，可能拖累油脂价格走势。连棕榈油1901合约微幅下跌，反弹之势放缓，预计短期继续上涨空间有限，建议在4900元/吨附近择机抛空，止损4950元/吨。                                            (责任编辑：DF381)"
"7月31日天津市24度棕榈油报价基本平稳","　　7月31日，周二，马来西亚棕榈油期货周一上升，马币疲弱以及原油价格支撑棕榈油在过去四个交易中第三度攀升。不过对产量将增加的预期限制了棕榈油涨幅，7月棕榈油产量将季节性增加。连棕夜盘整理，目前呈现区间运行的走势，受到马棕区间整理的影响。今日报价如下：　　天津港24度棕榈油进口(液)的分销报价为4720元/吨，和30日相比上涨了10元/吨，7月30日无现货成交。                                            (责任编辑：DF386)"
"7月31日江苏省棕榈油市场行情动态","　　今日报价如下：　　南京新实力18度棕榈油精炼的停报，基差报价对连棕榈油1809+200(4926)元/吨(18年7月)，7月30日无现货成交。24度棕榈油精炼的停报，基差报价对连棕榈油1809+120(4846)元/吨(18年7月)，7月30日无现货成交，基差成交对连棕榈油1809+200(4926)元/吨(18年7月﹑8月)，无成交。33度棕榈油精炼的停报，基差报价对连棕榈油1809+100(4826)元/吨(18年7月)，7月30日无现货成交。                                            (责任编辑：DF376)"
"7月31日山东省28度棕榈油报价基本平稳","　　7月31日，周二，马来西亚棕榈油期货周一上升，马币疲弱以及原油价格支撑棕榈油在过去四个交易中第三度攀升。不过对产量将增加的预期限制了棕榈油涨幅，7月棕榈油产量将季节性增加。连棕夜盘整理，目前呈现区间运行的走势，受到马棕区间整理的影响。今日报价如下：　　日照黄海18度棕榈油精炼的出厂报价为4980元/吨，和30日相比上涨了10元/吨，7月30日现货成交价为4970元/吨，无成交。24度棕榈油进口(液)的停报，基差报价对连棕榈油1809+60(4786)元/吨(18年8月)，7月30日无现货成交，基差成交对连棕榈油1809+60(4786)元/吨(18年8月)，无成交。28度棕榈油调和的出厂报价为4690元/吨，和30日相比上涨了20元/吨，分提；7月30日无现货成交。                                            (责任编辑：DF386)"
"BMD毛棕榈油期货收涨,受益于马币疲软","　　据外电7月30日消息，马来西亚棕榈油期货周一上升，马币疲弱以及原油价格持稳支撑棕榈油在过去四个交易中第三度攀升。 　　交易商称，不过对产量将增加的预期限制了棕榈油涨幅。马来西亚10月棕榈油期货涨0.3%至每吨2,192马币。成交量报34,693手。 　　吉隆坡一期货交易商说道：“今日市场走势缓慢。。。但原油价格上涨以及马币表现疲弱。” 　　不过，产量增加料导致库存上升，并打压棕榈油价格。交易商其，7月棕榈油产量将季节性增加。 　　芝加哥期货交易所(CBOT)12月豆油合约小跌0.1%，大连商交所9月豆油合约涨1.2%。大商所9月棕榈油合约涨0.5%。                                            (责任编辑：DF318)"
"7月30日中储粮东莞油脂公司棕榈油价格持稳","　　7月30日，中央储备粮油脂工业东莞有限公司棕榈油出厂价格4850元/吨。产地：马拉西亚；规格：24°，价格与7月27日相比价格持平。                                            (责任编辑：DF392)"
"棕榈小幅上涨 但上方空间有限","　　外盘走势：马来西亚毛棕榈油期货上周五下跌，终结之前的涨势，因有关产出增长的预期拖累。今日稍早棕榈油曾一度升至六日高位。BMD基准10月毛棕榈油合约下跌0.73%，收报每吨2,185马币，盘中曾触及2,210马币的高位。 　　国内走势：棕榈油1901合约小幅上涨，开盘4866元/吨，收盘4852元/吨，上涨0.62%，持仓量增加7298至376722手。 　　消息方面：1、印尼鼓励使用100%棕榈油的新型绿色柴油，将提振国内棕榈油消费。2、印尼棕榈油协会(GAPKI)称，印尼6明棕榈油和棕榈仁油出口较去年同期增长7.5%至229万吨。 　　现货方面：天津地区：贸易商报价，24度棕榈油4720元/吨。张家港地区报价4720元/吨，广州地区报价24度棕榈油4690元/吨，东莞地区24度棕榈油报价4740元/吨。 　　观点总结：由于到港量不及预期，且需求稍有好转，短期国内棕榈油库存小幅度下降，加上马棕出口环比增长，对短期盘面存在支撑，但是进入7月份，棕榈油主产国生产有望扩大，即使出口出现改善，库存积累风险依然较大，棕榈油可能拖累油脂价格走势。连棕榈油1901合约增仓上涨，延续反弹走势，上方压力4900元/吨，这一线可能存在抛压，建议在4900元/吨轻仓抛空，止损4950元/吨。                                            (责任编辑：DF381)"
"7月30日云南省28度棕榈油报价基本平稳","　　7月30日，周一，马来西亚毛棕榈油期货周五下跌，终结之前的涨势，因有关产出增长的预期拖累。稍早棕榈油曾一度升至六日高位。印尼棕榈油协会(GAPKI)周五公布的数据显示，该国6月棕榈油出口同比增长7.5%。连棕夜盘上涨，今日继续走高，受到美豆类上涨的提振。今日报价如下： 　　云南昆明16度棕榈油调和油的出厂报价为5240元/吨，和27日相比上涨了20元/吨，益海；7月27日无现货成交。28度棕榈油SPMF的出厂报价为5100元/吨，和27日相比上涨了20元/吨，益海；7月27日无现货成交。                                            (责任编辑：DF358)"
"7月30日广西省24度棕榈油报价基本平稳","　　7月30日，周一，马来西亚毛棕榈油期货周五下跌，终结之前的涨势，因有关产出增长的预期拖累。稍早棕榈油曾一度升至六日高位。印尼棕榈油协会(GAPKI)周五公布的数据显示，该国6月棕榈油出口同比增长7.5%。连棕夜盘上涨，今日继续走高，受到美豆类上涨的提振。今日报价如下：　　防城大海10度棕榈油调和的出厂报价为5200元/吨，和27日的报价持平，7月27日无现货成交。16度棕榈油调和油的出厂报价为4900元/吨，和27日相比上涨了20元/吨，7月27日现货成交价为4850元/吨，无成交。24度棕榈油分提的出厂报价为4800元/吨，和27日相比上涨了20元/吨，7月27日无现货成交。                                            (责任编辑：DF120)"
"7月30日江苏省棕榈油市场行情动态","　　7月30日，周一，马来西亚毛棕榈油期货周五下跌，终结之前的涨势，因有关产出增长的预期拖累。稍早棕榈油曾一度升至六日高位。印尼棕榈油协会(GAPKI)周五公布的数据显示，该国6月棕榈油出口同比增长7.5%。连棕夜盘上涨，今日继续走高，受到美豆类上涨的提振。今日报价如下：　　南京新实力18度棕榈油精炼的停报，基差报价对连棕榈油1809+200(4922)元/吨(18年7月)，7月27日无现货成交。24度棕榈油精炼的停报，基差报价对连棕榈油1809+120(4842)元/吨(18年7月)，7月27日无现货成交。33度棕榈油精炼的停报，基差报价对连棕榈油1809+100(4822)元/吨(18年7月)，7月27日无现货成交。                                            (责任编辑：DF376)"
"7月30日广东省24度棕榈油报价基本平稳","　　7月30日，周一，马来西亚毛棕榈油期货周五下跌，终结之前的涨势，因有关产出增长的预期拖累。稍早棕榈油曾一度升至六日高位。印尼棕榈油协会(GAPKI)周五公布的数据显示，该国6月棕榈油出口同比增长7.5%。连棕夜盘上涨，今日继续走高，受到美豆类上涨的提振。今日报价如下：　　东莞中储18度棕榈油分提的停报，基差报价对连棕榈油1809+30(4752)元/吨(18年7月)，7月27日无现货成交，基差成交对连棕榈油1809+50(4772)元/吨(18年7月﹑8月)，无成交。24度棕榈油国标的停报，基差报价对连棕榈油1809+50(4772)元/吨(18年7月)24度棕榈油精炼的出厂报价为4860元/吨，和27日相比上涨了10元/吨，7月27日无现货成交，基差成交对连棕榈油1809+50(4772)元/吨(18年7月﹑8月)，无成交。28度棕榈油调和的停报，基差报价对连棕榈油1809-160(4562)元/吨(18年7月)，7月27日无现货成交。                                            (责任编辑：DF120)"
"7月30日天津市24度棕榈油报价基本平稳","　　天津港24度棕榈油进口(液)的分销报价为4710元/吨，和27日相比上涨了10元/吨，7月27日无现货成交。                                            (责任编辑：DF381)"
"2018年7月28日主要地区棕榈油价格行情","　　广州东莞：中储报价，24度棕榈油4850元/吨。 　　天津地区：贸易商报价，24度棕榈油4700元/吨。                                            (责任编辑：DF392)"
